,Counts
0,5750
1,5774
2,5787
3,5778
4,5767
5,5778
6,5760
7,5759
8,5747
9,5773
10,5778
11,5793
12,5798
13,5776
14,5803
15,5809
16,5806
17,5797
18,5783
19,5782
20,5734
21,5765
22,5777
23,5735
24,5775
25,5765
26,5785
27,5781
28,5764
29,5752
30,5755
31,5754
32,5756
33,5802
34,5799
35,5780
36,5790
37,5796
38,5806
39,5774
40,5769
41,5807
42,5819
43,5826
44,5819
45,5807
46,5832
47,5834
48,5833
49,5820
50,5814
51,5855
52,5857
53,5827
54,5863
55,5864
56,5883
57,5872
58,5878
59,5883
60,5862
61,5888
62,5864
63,5865
64,5889
65,5868
66,5862
67,5845
68,5836
69,5843
70,5823
71,5864
72,5848
73,5854
74,5876
75,5855
76,5852
77,5865
78,5867
79,5863
80,5864
81,5924
82,5902
83,5898
84,5883
85,5906
86,5920
87,5911
88,5917
89,5895
90,5871
91,5887
92,5864
93,5857
94,5865
95,5861
96,5869
97,5832
98,5855
99,5811
100,5865
101,5874
102,5900
103,5875
104,5876
105,5900
106,5918
107,5901
108,5919
109,5911
110,5945
111,5947
112,5938
113,5938
114,5908
115,5883
116,5900
117,5879
118,5895
119,5888
120,5888
121,5886
122,5856
123,5892
124,5889
125,5881
126,5874
127,5909
128,5912
129,5900
130,5918
131,5935
132,5945
133,5956
134,5933
135,5961
136,5936
137,5881
138,5881
139,5926
140,5904
141,5850
142,5863
143,5827
144,5843
145,5826
146,5829
147,5810
148,5868
149,5856
150,5886
151,5904
152,5900
153,5873
154,5906
155,5919
156,5882
157,5901
158,5927
159,5894
160,5927
161,5907
162,5863
163,5882
164,5850
165,5875
166,5882
167,5846
168,5841
