,Counts
0,5980
1,5951
2,5949
3,5901
4,5925
5,5931
6,5964
7,5933
8,5933
9,5940
10,5934
11,5950
12,5927
13,5899
14,5893
15,5936
16,5886
17,5916
18,5936
19,5900
20,5910
21,5940
22,5951
23,5962
24,5964
25,5965
26,5993
27,5994
28,5972
29,5979
30,5980
31,5945
32,5961
33,5981
34,5943
35,5960
36,5951
37,6001
38,5940
39,5949
40,5948
41,5936
42,5911
43,5950
44,5921
45,5927
46,5854
47,5862
48,5879
49,5892
50,5910
51,5925
52,5935
53,5932
54,5933
55,5959
56,5952
57,5934
58,5949
59,5992
60,5980
61,5962
62,5963
63,5946
64,5927
65,5907
66,5930
67,5933
68,5950
69,5918
70,5893
71,5905
72,5942
73,5910
74,5891
75,5924
76,5925
77,5929
78,5940
79,5954
80,5946
81,5959
82,5956
83,5956
84,5956
85,5970
86,5956
87,5931
88,5961
89,5943
90,5934
91,5901
92,5915
93,5935
94,5936
95,5951
96,5962
97,5912
98,5920
99,5941
100,5970
101,5933
102,5906
103,5960
104,5946
105,5941
106,5946
107,5929
108,5937
109,5929
110,5948
111,5950
112,5954
113,5937
114,5930
115,5941
116,5925
117,5922
118,5890
119,5918
120,5889
121,5920
122,5897
123,5933
124,5919
125,5930
126,5916
127,5933
128,5953
129,5995
130,5961
131,5998
132,6000
133,5993
134,5966
135,5975
136,6005
137,5957
138,5943
139,5965
140,5957
141,5940
142,5978
143,5937
144,5961
145,5943
146,5950
147,5957
148,5944
149,5943
150,5932
151,5976
152,5952
153,5950
154,5948
155,5933
156,5961
157,5987
158,5983
159,5983
160,5979
161,5975
162,5947
163,5994
164,5965
165,5966
166,5953
167,5935
168,5934
