,Counts
0,6000
1,6009
2,6052
3,6039
4,6020
5,6022
6,6047
7,6027
8,6016
9,5993
10,6004
11,6027
12,6041
13,6047
14,6086
15,6090
16,6087
17,6084
18,6099
19,6090
20,6088
21,6059
22,6067
23,6024
24,6037
25,6041
26,6015
27,6017
28,6016
29,6039
30,6012
31,6037
32,6003
33,6043
34,6020
35,6056
36,6021
37,6055
38,6092
39,6089
40,6064
41,6048
42,6043
43,6042
44,6012
45,6023
46,6026
47,6012
48,6006
49,6009
50,6015
51,5980
52,6002
53,6003
54,6015
55,6013
56,6045
57,6006
58,6005
59,6022
60,6044
61,6042
62,6028
63,6039
64,5998
65,6006
66,6024
67,6021
68,6006
69,6020
70,6029
71,6039
72,6058
73,6030
74,6027
75,5998
76,6018
77,6029
78,5994
79,5998
80,5990
81,6015
82,6019
83,6030
84,6007
85,6010
86,6026
87,6036
88,6015
89,5988
90,6028
91,6036
92,6023
93,6031
94,6024
95,5984
96,6024
97,6062
98,6054
99,6030
100,6029
101,6018
102,6045
103,6036
104,6029
105,6053
106,6047
107,6043
108,6055
109,6032
110,6046
111,6033
112,6066
113,6058
114,6040
115,6005
116,5997
117,5983
118,6004
119,5956
120,5989
121,5965
122,5946
123,5931
124,5910
125,5925
126,5903
127,5909
128,5933
129,5927
130,5987
131,5975
132,5944
133,5954
134,5958
135,5959
136,5953
137,5947
138,5948
139,5945
140,5935
141,5937
142,5929
143,5924
144,5925
145,5953
146,5963
147,5949
148,5970
149,5942
150,5943
151,6027
152,6004
153,5977
154,5972
155,6001
156,5994
157,5972
158,6025
159,5954
160,5972
161,5951
162,5918
163,5931
164,5933
165,5960
166,5921
167,5880
168,5902
