,Counts
0,5835
1,5794
2,5813
3,5838
4,5830
5,5859
6,5858
7,5874
8,5885
9,5895
10,5928
11,5887
12,5908
13,5842
14,5903
15,5881
16,5841
17,5818
18,5764
19,5772
20,5776
21,5788
22,5779
23,5748
24,5728
25,5757
26,5728
27,5772
28,5742
29,5758
30,5795
31,5801
32,5770
33,5830
34,5786
35,5782
36,5793
37,5832
38,5794
39,5811
40,5865
41,5869
42,5875
43,5829
44,5845
45,5859
46,5828
47,5805
48,5829
49,5821
50,5767
51,5782
52,5778
53,5781
54,5778
55,5751
56,5791
57,5805
58,5805
59,5788
60,5740
61,5779
62,5759
63,5757
64,5790
65,5768
66,5817
67,5803
68,5789
69,5760
70,5730
71,5742
72,5754
73,5707
74,5725
75,5729
76,5783
77,5752
78,5803
79,5776
80,5789
81,5823
82,5837
83,5854
84,5833
85,5816
86,5830
87,5824
88,5816
89,5847
90,5834
91,5856
92,5843
93,5801
94,5805
95,5788
96,5803
97,5755
98,5779
99,5766
100,5786
101,5791
102,5772
103,5808
104,5823
105,5794
106,5817
107,5816
108,5833
109,5790
110,5840
111,5791
112,5765
113,5780
114,5729
115,5705
116,5706
117,5735
118,5736
119,5705
120,5721
121,5760
122,5725
123,5727
124,5729
125,5750
126,5721
127,5769
128,5726
129,5729
130,5744
131,5769
132,5766
133,5764
134,5768
135,5788
136,5755
137,5775
138,5762
139,5749
140,5753
141,5782
142,5764
143,5800
144,5767
145,5763
146,5757
147,5789
148,5778
149,5802
150,5767
151,5770
152,5805
153,5802
154,5802
155,5792
156,5815
157,5831
158,5842
159,5796
160,5837
161,5835
162,5805
163,5798
164,5793
165,5807
166,5786
167,5797
168,5825
