,Counts
0,5871
1,5890
2,5888
3,5879
4,5926
5,5916
6,5919
7,5909
8,5913
9,5923
10,5900
11,5941
12,5952
13,5962
14,5952
15,5966
16,5960
17,5951
18,5918
19,5938
20,5912
21,5889
22,5902
23,5907
24,5923
25,5909
26,5914
27,5891
28,5891
29,5888
30,5910
31,5901
32,5953
33,5949
34,5932
35,5924
36,5929
37,5950
38,5964
39,5936
40,5960
41,5962
42,5927
43,5935
44,5948
45,5939
46,5911
47,5931
48,5929
49,5939
50,5921
51,5913
52,5947
53,5944
54,5937
55,5957
56,5929
57,5964
58,5981
59,5941
60,5951
61,5951
62,5948
63,5952
64,5954
65,5993
66,5959
67,5950
68,5944
69,5967
70,5932
71,5965
72,5940
73,5935
74,5952
75,5941
76,5936
77,5957
78,5964
79,5943
80,5950
81,5942
82,5958
83,5948
84,5964
85,5981
86,5966
87,5992
88,5969
89,5970
90,5974
91,5985
92,6005
93,5958
94,5954
95,5988
96,5969
97,5956
98,5957
99,5953
100,5964
101,5955
102,5939
103,5947
104,5971
105,5933
106,5967
107,5942
108,5937
109,5951
110,5942
111,5993
112,6004
113,5970
114,5972
115,5996
116,5977
117,5965
118,5926
119,5942
120,5912
121,5879
122,5895
123,5879
124,5897
125,5861
126,5873
127,5904
128,5909
129,5906
130,5916
131,5926
132,5943
133,5899
134,5895
135,5904
136,5905
137,5932
138,5933
139,5924
140,5960
141,5968
142,5955
143,5918
144,5918
145,5930
146,5898
147,5887
148,5880
149,5884
150,5896
151,5893
152,5893
153,5903
154,5915
155,5919
156,5910
157,5942
158,5936
159,5912
160,5898
161,5933
162,5929
163,5937
164,5949
165,5928
166,5922
167,5922
168,5912
