,Counts
0,5798
1,5835
2,5811
3,5836
4,5837
5,5819
6,5825
7,5796
8,5825
9,5778
10,5764
11,5812
12,5797
13,5799
14,5805
15,5805
16,5777
17,5831
18,5796
19,5818
20,5808
21,5853
22,5827
23,5814
24,5840
25,5844
26,5876
27,5867
28,5859
29,5865
30,5856
31,5840
32,5804
33,5827
34,5823
35,5815
36,5793
37,5832
38,5803
39,5816
40,5836
41,5825
42,5813
43,5841
44,5826
45,5871
46,5837
47,5821
48,5840
49,5838
50,5864
51,5844
52,5838
53,5820
54,5840
55,5813
56,5829
57,5817
58,5811
59,5820
60,5827
61,5816
62,5839
63,5842
64,5843
65,5827
66,5829
67,5839
68,5839
69,5809
70,5819
71,5843
72,5839
73,5840
74,5855
75,5826
76,5817
77,5772
78,5776
79,5810
80,5793
81,5771
82,5787
83,5788
84,5797
85,5773
86,5807
87,5798
88,5798
89,5781
90,5776
91,5764
92,5782
93,5789
94,5788
95,5752
96,5779
97,5751
98,5778
99,5769
100,5787
101,5787
102,5790
103,5785
104,5819
105,5814
106,5792
107,5802
108,5765
109,5802
110,5784
111,5792
112,5801
113,5759
114,5761
115,5812
116,5778
117,5741
118,5784
119,5775
120,5771
121,5763
122,5782
123,5790
124,5795
125,5798
126,5771
127,5807
128,5806
129,5852
130,5817
131,5836
132,5819
133,5806
134,5815
135,5822
136,5838
137,5842
138,5832
139,5862
140,5839
141,5853
142,5813
143,5838
144,5853
145,5818
146,5867
147,5883
148,5850
149,5861
150,5873
151,5865
152,5873
153,5864
154,5903
155,5883
156,5892
157,5879
158,5871
159,5854
160,5829
161,5834
162,5823
163,5823
164,5848
165,5813
166,5853
167,5825
168,5833
