,Counts
0,5704
1,5707
2,5679
3,5669
4,5697
5,5675
6,5670
7,5671
8,5704
9,5677
10,5689
11,5707
12,5709
13,5731
14,5708
15,5718
16,5683
17,5696
18,5702
19,5688
20,5686
21,5679
22,5659
23,5689
24,5670
25,5656
26,5669
27,5674
28,5673
29,5711
30,5680
31,5689
32,5686
33,5710
34,5714
35,5689
36,5712
37,5668
38,5658
39,5676
40,5701
41,5701
42,5702
43,5647
44,5673
45,5685
46,5708
47,5692
48,5724
49,5751
50,5759
51,5733
52,5722
53,5733
54,5763
55,5765
56,5764
57,5772
58,5791
59,5791
60,5759
61,5804
62,5781
63,5773
64,5772
65,5787
66,5784
67,5758
68,5759
69,5759
70,5723
71,5768
72,5747
73,5773
74,5731
75,5739
76,5759
77,5726
78,5736
79,5743
80,5763
81,5759
82,5767
83,5747
84,5764
85,5794
86,5769
87,5734
88,5735
89,5753
90,5756
91,5746
92,5730
93,5730
94,5739
95,5730
96,5740
97,5709
98,5759
99,5742
100,5731
101,5735
102,5764
103,5724
104,5785
105,5758
106,5735
107,5779
108,5788
109,5792
110,5779
111,5783
112,5753
113,5800
114,5749
115,5766
116,5777
117,5753
118,5746
119,5734
120,5720
121,5720
122,5714
123,5740
124,5735
125,5718
126,5766
127,5763
128,5810
129,5741
130,5758
131,5768
132,5772
133,5751
134,5752
135,5743
136,5743
137,5731
138,5753
139,5742
140,5728
141,5756
142,5743
143,5720
144,5769
145,5766
146,5749
147,5763
148,5779
149,5784
150,5772
151,5810
152,5760
153,5786
154,5774
155,5743
156,5751
157,5759
158,5738
159,5742
160,5737
161,5782
162,5743
163,5750
164,5794
165,5785
166,5753
167,5762
168,5798
