,Counts
0,5709
1,5739
2,5717
3,5761
4,5728
5,5726
6,5725
7,5740
8,5738
9,5753
10,5745
11,5753
12,5750
13,5729
14,5759
15,5765
16,5758
17,5755
18,5756
19,5756
20,5769
21,5731
22,5796
23,5768
24,5774
25,5741
26,5748
27,5736
28,5738
29,5757
30,5749
31,5756
32,5765
33,5752
34,5755
35,5776
36,5777
37,5820
38,5790
39,5799
40,5797
41,5803
42,5775
43,5783
44,5775
45,5786
46,5797
47,5741
48,5729
49,5728
50,5779
51,5761
52,5790
53,5792
54,5768
55,5802
56,5825
57,5796
58,5773
59,5779
60,5812
61,5826
62,5810
63,5792
64,5824
65,5756
66,5806
67,5793
68,5782
69,5813
70,5765
71,5815
72,5795
73,5752
74,5788
75,5795
76,5797
77,5775
78,5784
79,5768
80,5776
81,5783
82,5771
83,5779
84,5787
85,5822
86,5792
87,5798
88,5787
89,5818
90,5819
91,5792
92,5797
93,5778
94,5770
95,5796
96,5774
97,5790
98,5791
99,5787
100,5804
101,5826
102,5786
103,5804
104,5811
105,5800
106,5812
107,5799
108,5785
109,5808
110,5850
111,5878
112,5834
113,5819
114,5775
115,5809
116,5789
117,5770
118,5742
119,5734
120,5727
121,5673
122,5680
123,5707
124,5660
125,5672
126,5671
127,5644
128,5662
129,5676
130,5647
131,5647
132,5634
133,5683
134,5685
135,5691
136,5662
137,5642
138,5619
139,5643
140,5623
141,5594
142,5617
143,5592
144,5577
145,5581
146,5640
147,5622
148,5613
149,5610
150,5563
151,5591
152,5580
153,5594
154,5590
155,5565
156,5558
157,5531
158,5495
159,5476
160,5402
161,5399
162,5411
163,5442
164,5412
165,5436
166,5428
167,5414
168,5419
