,Counts
0,6066
1,6019
2,6040
3,6055
4,6060
5,6056
6,6070
7,6062
8,6059
9,6092
10,6034
11,6078
12,6070
13,6076
14,6069
15,6052
16,6087
17,6067
18,6066
19,6071
20,6066
21,6086
22,6086
23,6047
24,6064
25,6067
26,6060
27,6093
28,6075
29,6085
30,6078
31,6088
32,6076
33,6101
34,6088
35,6111
36,6103
37,6080
38,6088
39,6091
40,6096
41,6090
42,6107
43,6088
44,6068
45,6095
46,6103
47,6086
48,6063
49,6058
50,6079
51,6105
52,6099
53,6101
54,6068
55,6103
56,6082
57,6086
58,6102
59,6078
60,6138
61,6093
62,6089
63,6124
64,6113
65,6103
66,6159
67,6118
68,6135
69,6112
70,6128
71,6102
72,6132
73,6131
74,6131
75,6151
76,6126
77,6130
78,6091
79,6141
80,6130
81,6148
82,6147
83,6117
84,6153
85,6163
86,6166
87,6160
88,6189
89,6182
90,6162
91,6160
92,6196
93,6165
94,6187
95,6180
96,6204
97,6180
98,6148
99,6144
100,6122
101,6135
102,6139
103,6149
104,6177
105,6158
106,6176
107,6225
108,6221
109,6179
110,6202
111,6234
112,6198
113,6200
114,6199
115,6204
116,6229
117,6211
118,6195
119,6233
120,6217
121,6244
122,6212
123,6204
124,6185
125,6213
126,6203
127,6210
128,6244
129,6242
130,6244
131,6238
132,6231
133,6219
134,6223
135,6178
136,6166
137,6186
138,6210
139,6166
140,6191
141,6210
142,6162
143,6189
144,6221
145,6187
146,6193
147,6217
148,6231
149,6183
150,6205
151,6249
152,6234
153,6239
154,6187
155,6195
156,6225
157,6227
158,6227
159,6213
160,6246
161,6256
162,6228
163,6265
164,6225
165,6244
166,6235
167,6228
168,6256
