,Counts
0,6006
1,6009
2,6015
3,5980
4,6002
5,6003
6,6015
7,6013
8,6045
9,6006
10,6005
11,6022
12,6044
13,6042
14,6028
15,6039
16,5998
17,6006
18,6024
19,6021
20,6006
21,6020
22,6029
23,6039
24,6058
25,6030
26,6027
27,5998
28,6018
29,6029
30,5994
31,5998
32,5990
33,6015
34,6019
35,6030
36,6007
37,6010
38,6026
39,6036
40,6015
41,5988
42,6028
43,6036
44,6023
45,6031
46,6024
47,5984
48,6024
49,6062
50,6054
51,6030
52,6029
53,6018
54,6045
55,6036
56,6029
57,6053
58,6047
59,6043
60,6055
61,6032
62,6046
63,6033
64,6066
65,6058
66,6040
67,6005
68,5997
69,5983
70,6004
71,5956
72,5989
73,5965
74,5946
75,5931
76,5910
77,5925
78,5903
79,5909
80,5933
81,5927
82,5987
83,5975
84,5944
85,5954
86,5958
87,5959
88,5953
89,5947
90,5948
91,5945
92,5935
93,5937
94,5929
95,5924
96,5925
97,5953
98,5963
99,5949
100,5970
101,5942
102,5943
103,6027
104,6004
105,5977
106,5972
107,6001
108,5994
109,5972
110,6025
111,5954
112,5972
113,5951
114,5918
115,5931
116,5933
117,5960
118,5921
119,5880
120,5902
121,5892
122,5896
123,5920
124,5923
125,5936
126,5953
127,5939
128,5950
129,5972
130,6004
131,5979
132,5979
133,5995
134,5964
135,5979
136,5957
137,5949
138,5942
139,5960
140,5963
141,5936
142,5937
143,5973
144,5926
145,5926
146,5923
147,5905
148,5949
149,5938
150,5952
151,5939
152,5944
153,5915
154,5966
155,5992
156,5981
157,5988
158,6026
159,5984
160,6012
161,5987
162,5979
163,5977
164,5938
165,5950
166,5954
167,5987
168,5946
