,Counts
0,5643
1,5683
2,5649
3,5667
4,5659
5,5664
6,5676
7,5666
8,5672
9,5666
10,5681
11,5683
12,5663
13,5716
14,5650
15,5684
16,5681
17,5689
18,5676
19,5638
20,5661
21,5647
22,5643
23,5630
24,5644
25,5640
26,5619
27,5632
28,5622
29,5668
30,5650
31,5686
32,5706
33,5710
34,5688
35,5689
36,5695
37,5693
38,5741
39,5700
40,5741
41,5713
42,5704
43,5696
44,5717
45,5686
46,5731
47,5646
48,5659
49,5624
50,5667
51,5654
52,5653
53,5633
54,5678
55,5653
56,5662
57,5652
58,5647
59,5679
60,5667
61,5659
62,5656
63,5643
64,5649
65,5670
66,5633
67,5631
68,5635
69,5619
70,5666
71,5621
72,5624
73,5618
74,5617
75,5655
76,5641
77,5646
78,5643
79,5661
80,5647
81,5647
82,5638
83,5634
84,5664
85,5635
86,5646
87,5651
88,5663
89,5636
90,5681
91,5674
92,5612
93,5665
94,5645
95,5667
96,5639
97,5617
98,5642
99,5641
100,5642
101,5646
102,5654
103,5659
104,5663
105,5692
106,5707
107,5752
108,5727
109,5755
110,5738
111,5712
112,5734
113,5731
114,5718
115,5711
116,5681
117,5664
118,5676
119,5684
120,5701
121,5693
122,5643
123,5640
124,5603
125,5641
126,5628
127,5709
128,5667
129,5648
130,5669
131,5700
132,5753
133,5777
134,5797
135,5774
136,5700
137,5642
138,5645
139,5708
140,5614
141,5591
142,5575
143,5596
144,5590
145,5601
146,5601
147,5597
148,5637
149,5625
150,5625
151,5643
152,5680
153,5639
154,5640
155,5614
156,5636
157,5629
158,5673
159,5648
160,5660
161,5665
162,5655
163,5681
164,5683
165,5659
166,5675
167,5707
168,5644
