,Counts
0,6544
1,6548
2,6550
3,6540
4,6548
5,6547
6,6599
7,6534
8,6561
9,6585
10,6587
11,6581
12,6582
13,6563
14,6585
15,6582
16,6575
17,6555
18,6582
19,6594
20,6543
21,6552
22,6551
23,6595
24,6530
25,6559
26,6559
27,6516
28,6545
29,6572
30,6584
31,6553
32,6582
33,6565
34,6569
35,6585
36,6565
37,6563
38,6561
39,6577
40,6577
41,6561
42,6586
43,6618
44,6611
45,6567
46,6592
47,6581
48,6581
49,6602
50,6619
51,6580
52,6529
53,6594
54,6598
55,6611
56,6602
57,6596
58,6596
59,6585
60,6549
61,6547
62,6592
63,6610
64,6582
65,6617
66,6610
67,6623
68,6635
69,6638
70,6651
71,6647
72,6546
73,6518
74,6489
75,6535
76,6518
77,6542
78,6516
79,6498
80,6567
81,6546
82,6517
83,6547
84,6570
85,6531
86,6523
87,6523
88,6509
89,6527
90,6508
91,6535
92,6551
93,6537
94,6496
95,6500
96,6489
97,6359
98,6297
99,6288
100,6283
101,6319
102,6281
103,6269
104,6284
105,6309
106,6213
107,6174
108,6122
109,6019
110,6100
111,6132
112,6207
113,6225
114,6163
115,6186
116,6163
117,6204
118,6215
119,6238
120,6253
121,6290
122,6321
123,6283
124,6304
125,6319
126,6354
127,6378
128,6343
129,6340
130,6342
131,6343
132,6297
133,6268
134,6251
135,6296
136,6282
137,6300
138,6334
139,6330
140,6291
141,6329
142,6343
143,6341
144,6339
145,6374
146,6364
147,6401
148,6407
149,6405
150,6431
151,6438
152,6474
153,6446
154,6454
155,6402
156,6411
157,6425
158,6405
159,6384
160,6499
161,6649
162,6653
163,6600
164,6577
165,6560
166,6538
167,6535
168,6541
