,Counts
0,5899
1,5853
2,5882
3,5860
4,5863
5,5889
6,5873
7,5913
8,5882
9,5930
10,5880
11,5898
12,5892
13,5919
14,5912
15,5926
16,5941
17,5959
18,5925
19,5896
20,5925
21,5906
22,5907
23,5934
24,5873
25,5939
26,5895
27,5884
28,5895
29,5911
30,5890
31,5872
32,5878
33,5884
34,5939
35,5924
36,5929
37,5953
38,5969
39,5939
40,5962
41,5900
42,5864
43,5902
44,5901
45,5896
46,5886
47,5865
48,5884
49,5894
50,5911
51,5915
52,5903
53,5875
54,5895
55,5870
56,5880
57,5897
58,5899
59,5890
60,5920
61,5908
62,5929
63,5920
64,5913
65,5961
66,5880
67,5884
68,5870
69,5880
70,5922
71,5910
72,5902
73,5917
74,5912
75,5911
76,5921
77,5927
78,5897
79,5914
80,5905
81,5944
82,5933
83,5931
84,5909
85,5941
86,5939
87,5905
88,5929
89,5931
90,5929
91,5918
92,5934
93,5936
94,5933
95,5947
96,5919
97,5935
98,5945
99,5902
100,5930
101,5909
102,5927
103,5925
104,5888
105,5932
106,5964
107,6006
108,5948
109,6000
110,5979
111,5946
112,5956
113,5981
114,5969
115,5944
116,5980
117,5938
118,5932
119,5926
120,5910
121,5880
122,5908
123,5895
124,5915
125,5907
126,5911
127,5905
128,5914
129,5953
130,5973
131,5973
132,5998
133,5989
134,6015
135,5955
136,5968
137,5979
138,5985
139,5948
140,5983
141,5961
142,5957
143,5971
144,5978
145,5971
146,5926
147,5920
148,5953
149,5969
150,5942
151,5934
152,5945
153,5972
154,5992
155,6000
156,5969
157,5958
158,5971
159,5941
160,5915
161,5904
162,5885
163,5915
164,5902
165,5869
166,5848
167,5847
168,5825
