,Counts
0,5397
1,5397
2,5429
3,5469
4,5497
5,5440
6,5470
7,5518
8,5521
9,5535
10,5538
11,5505
12,5479
13,5495
14,5484
15,5496
16,5501
17,5468
18,5436
19,5452
20,5464
21,5478
22,5506
23,5512
24,5543
25,5575
26,5584
27,5614
28,5641
29,5671
30,5719
31,5682
32,5701
33,5683
34,5692
35,5675
36,5641
37,5608
38,5571
39,5627
40,5650
41,5621
42,5614
43,5599
44,5572
45,5603
46,5672
47,5620
48,5629
49,5605
50,5629
51,5645
52,5645
53,5696
54,5734
55,5720
56,5734
57,5717
58,5727
59,5720
60,5711
61,5732
62,5735
63,5755
64,5747
65,5780
66,5763
67,5748
68,5730
69,5793
70,5754
71,5727
72,5733
73,5741
74,5687
75,5657
76,5652
77,5674
78,5693
79,5680
80,5704
81,5680
82,5689
83,5696
84,5736
85,5726
86,5722
87,5778
88,5786
89,5768
90,5784
91,5753
92,5739
93,5751
94,5760
95,5703
96,5732
97,5697
98,5687
99,5706
100,5717
101,5736
102,5722
103,5733
104,5759
105,5793
106,5798
107,5772
108,5777
109,5778
110,5778
111,5758
112,5721
113,5708
114,5668
115,5682
116,5698
117,5672
118,5656
119,5692
120,5680
121,5715
122,5705
123,5726
124,5726
125,5761
126,5811
127,5814
128,5785
129,5769
130,5758
131,5754
132,5773
133,5802
134,5681
135,5741
136,5749
137,5786
138,5807
139,5819
140,5757
141,5736
142,5753
143,5707
144,5704
145,5707
146,5679
147,5669
148,5697
149,5675
150,5670
151,5671
152,5704
153,5677
154,5689
155,5707
156,5709
157,5731
158,5708
159,5718
160,5683
161,5696
162,5702
163,5688
164,5686
165,5679
166,5659
167,5689
168,5670
