,Counts
0,5889
1,5920
2,5897
3,5933
4,5919
5,5930
6,5916
7,5933
8,5953
9,5995
10,5961
11,5998
12,6000
13,5993
14,5966
15,5975
16,6005
17,5957
18,5943
19,5965
20,5957
21,5940
22,5978
23,5937
24,5961
25,5943
26,5950
27,5957
28,5944
29,5943
30,5932
31,5976
32,5952
33,5950
34,5948
35,5933
36,5961
37,5987
38,5983
39,5983
40,5979
41,5975
42,5947
43,5994
44,5965
45,5966
46,5953
47,5935
48,5934
49,5942
50,5915
51,5964
52,5954
53,5954
54,5964
55,5999
56,5938
57,6004
58,5984
59,6003
60,6012
61,6018
62,5989
63,5997
64,6001
65,6019
66,5978
67,5988
68,5970
69,5964
70,5942
71,5955
72,5959
73,5970
74,5939
75,5976
76,5926
77,5915
78,5952
79,5983
80,5945
81,5964
82,6007
83,6001
84,5984
85,5972
86,5964
87,5985
88,5974
89,5936
90,5944
91,5887
92,5903
93,5896
94,5904
95,5904
96,5882
97,5903
98,5908
99,5925
100,5921
101,5913
102,5961
103,5921
104,5929
105,5930
106,5961
107,5987
108,5984
109,6020
110,6031
111,5970
112,5963
113,5956
114,5906
115,5806
116,5776
117,5626
118,5425
119,5305
120,5306
121,5335
122,5477
123,5552
124,5521
125,5533
126,5493
127,5483
128,5459
129,5433
130,5440
131,5425
132,5378
133,5352
134,5368
135,5369
136,5397
137,5408
138,5382
139,5347
140,5383
141,5401
142,5390
143,5362
144,5397
145,5397
146,5429
147,5469
148,5497
149,5440
150,5470
151,5518
152,5521
153,5535
154,5538
155,5505
156,5479
157,5495
158,5484
159,5496
160,5501
161,5468
162,5436
163,5452
164,5464
165,5478
166,5506
167,5512
168,5543
