,Counts
0,5829
1,5821
2,5767
3,5782
4,5778
5,5781
6,5778
7,5751
8,5791
9,5805
10,5805
11,5788
12,5740
13,5779
14,5759
15,5757
16,5790
17,5768
18,5817
19,5803
20,5789
21,5760
22,5730
23,5742
24,5754
25,5707
26,5725
27,5729
28,5783
29,5752
30,5803
31,5776
32,5789
33,5823
34,5837
35,5854
36,5833
37,5816
38,5830
39,5824
40,5816
41,5847
42,5834
43,5856
44,5843
45,5801
46,5805
47,5788
48,5803
49,5755
50,5779
51,5766
52,5786
53,5791
54,5772
55,5808
56,5823
57,5794
58,5817
59,5816
60,5833
61,5790
62,5840
63,5791
64,5765
65,5780
66,5729
67,5705
68,5706
69,5735
70,5736
71,5705
72,5721
73,5760
74,5725
75,5727
76,5729
77,5750
78,5721
79,5769
80,5726
81,5729
82,5744
83,5769
84,5766
85,5764
86,5768
87,5788
88,5755
89,5775
90,5762
91,5749
92,5753
93,5782
94,5764
95,5800
96,5767
97,5763
98,5757
99,5789
100,5778
101,5802
102,5767
103,5770
104,5805
105,5802
106,5802
107,5792
108,5815
109,5831
110,5842
111,5796
112,5837
113,5835
114,5805
115,5798
116,5793
117,5807
118,5786
119,5797
120,5825
121,5832
122,5835
123,5824
124,5838
125,5824
126,5827
127,5873
128,5859
129,5847
130,5854
131,5806
132,5848
133,5868
134,5858
135,5833
136,5858
137,5859
138,5831
139,5823
140,5870
141,5848
142,5847
143,5850
144,5860
145,5850
146,5885
147,5880
148,5886
149,5864
150,5893
151,5887
152,5855
153,5860
154,5854
155,5791
156,5818
157,5852
158,5843
159,5880
160,5838
161,5851
162,5866
163,5838
164,5860
165,5864
166,5871
167,5830
168,5827
