,Counts
0,5978
1,5987
2,5972
3,5977
4,5984
5,6052
6,6048
7,6005
8,6032
9,6028
10,6039
11,6060
12,6052
13,6044
14,6108
15,6076
16,6068
17,6068
18,6036
19,5982
20,5994
21,6014
22,5993
23,6006
24,5998
25,6010
26,6005
27,6015
28,6001
29,6024
30,6028
31,6020
32,6040
33,6033
34,6072
35,6065
36,6049
37,6079
38,6092
39,6114
40,6083
41,6084
42,6048
43,6038
44,5991
45,6011
46,5994
47,6013
48,6015
49,6001
50,6027
51,6008
52,6038
53,6004
54,6014
55,6031
56,6028
57,6028
58,6025
59,6048
60,6035
61,6051
62,6070
63,6040
64,6056
65,6026
66,6029
67,6044
68,6025
69,6021
70,6004
71,6013
72,6013
73,6005
74,6021
75,5994
76,5991
77,6008
78,6009
79,6016
80,6004
81,6021
82,6010
83,6012
84,6047
85,6072
86,6058
87,6062
88,6053
89,6048
90,6038
91,6068
92,6045
93,5984
94,5987
95,5975
96,5990
97,5997
98,5957
99,5975
100,6019
101,6013
102,5986
103,5983
104,5982
105,5969
106,6012
107,6023
108,6043
109,6010
110,6034
111,6043
112,6015
113,6034
114,6013
115,6006
116,5973
117,6023
118,6012
119,6024
120,6025
121,5995
122,6012
123,6006
124,5984
125,5983
126,6010
127,5990
128,5995
129,6027
130,6046
131,6054
132,6043
133,6054
134,6044
135,6035
136,6019
137,6014
138,6035
139,5998
140,6012
141,6016
142,6054
143,6021
144,6000
145,6010
146,5970
147,5988
148,5968
149,5929
150,5922
151,5975
152,5919
153,6005
154,5998
155,6009
156,6032
157,6014
158,5999
159,5891
160,5846
161,5852
162,5859
163,5912
164,5861
165,5858
166,5884
167,5876
168,5880
