,Counts
0,5777
1,5755
2,5775
3,5760
4,5785
5,5793
6,5782
7,5784
8,5744
9,5699
10,5660
11,5669
12,5671
13,5624
14,5649
15,5610
16,5635
17,5619
18,5620
19,5633
20,5603
21,5639
22,5654
23,5618
24,5664
25,5686
26,5692
27,5714
28,5707
29,5682
30,5691
31,5709
32,5738
33,5732
34,5718
35,5717
36,5700
37,5711
38,5723
39,5708
40,5713
41,5723
42,5710
43,5696
44,5703
45,5705
46,5687
47,5690
48,5688
49,5707
50,5713
51,5715
52,5685
53,5676
54,5701
55,5682
56,5716
57,5699
58,5729
59,5716
60,5684
61,5723
62,5706
63,5703
64,5699
65,5729
66,5706
67,5713
68,5711
69,5703
70,5681
71,5718
72,5730
73,5721
74,5717
75,5747
76,5729
77,5718
78,5743
79,5724
80,5759
81,5750
82,5730
83,5748
84,5737
85,5759
86,5747
87,5727
88,5740
89,5718
90,5739
91,5760
92,5738
93,5761
94,5750
95,5742
96,5710
97,5730
98,5762
99,5723
100,5737
101,5715
102,5756
103,5734
104,5747
105,5753
106,5753
107,5740
108,5752
109,5762
110,5755
111,5735
112,5712
113,5702
114,5670
115,5701
116,5701
117,5681
118,5686
119,5669
120,5636
121,5653
122,5645
123,5641
124,5673
125,5662
126,5652
127,5649
128,5654
129,5647
130,5662
131,5655
132,5635
133,5651
134,5646
135,5624
136,5638
137,5619
138,5623
139,5639
140,5610
141,5630
142,5607
143,5603
144,5607
145,5602
146,5625
147,5601
148,5607
149,5604
150,5601
151,5629
152,5577
153,5612
154,5592
155,5629
156,5615
157,5596
158,5622
159,5617
160,5586
161,5590
162,5555
163,5590
164,5567
165,5599
166,5565
167,5570
168,5592
