,Counts
0,5733
1,5741
2,5687
3,5657
4,5652
5,5674
6,5693
7,5680
8,5704
9,5680
10,5689
11,5696
12,5736
13,5726
14,5722
15,5778
16,5786
17,5768
18,5784
19,5753
20,5739
21,5751
22,5760
23,5703
24,5732
25,5697
26,5687
27,5706
28,5717
29,5736
30,5722
31,5733
32,5759
33,5793
34,5798
35,5772
36,5777
37,5778
38,5778
39,5758
40,5721
41,5708
42,5668
43,5682
44,5698
45,5672
46,5656
47,5692
48,5680
49,5715
50,5705
51,5726
52,5726
53,5761
54,5811
55,5814
56,5785
57,5769
58,5758
59,5754
60,5773
61,5802
62,5681
63,5741
64,5749
65,5786
66,5807
67,5819
68,5757
69,5736
70,5753
71,5707
72,5704
73,5707
74,5679
75,5669
76,5697
77,5675
78,5670
79,5671
80,5704
81,5677
82,5689
83,5707
84,5709
85,5731
86,5708
87,5718
88,5683
89,5696
90,5702
91,5688
92,5686
93,5679
94,5659
95,5689
96,5670
97,5656
98,5669
99,5674
100,5673
101,5711
102,5680
103,5689
104,5686
105,5710
106,5714
107,5689
108,5712
109,5668
110,5658
111,5676
112,5701
113,5701
114,5702
115,5647
116,5673
117,5685
118,5708
119,5692
120,5724
121,5751
122,5759
123,5733
124,5722
125,5733
126,5763
127,5765
128,5764
129,5772
130,5791
131,5791
132,5759
133,5804
134,5781
135,5773
136,5772
137,5787
138,5784
139,5758
140,5759
141,5759
142,5723
143,5768
144,5747
145,5773
146,5731
147,5739
148,5759
149,5726
150,5736
151,5743
152,5763
153,5759
154,5767
155,5747
156,5764
157,5794
158,5769
159,5734
160,5735
161,5753
162,5756
163,5746
164,5730
165,5730
166,5739
167,5730
168,5740
