,Counts
0,6489
1,6359
2,6297
3,6288
4,6283
5,6319
6,6281
7,6269
8,6284
9,6309
10,6213
11,6174
12,6122
13,6019
14,6100
15,6132
16,6207
17,6225
18,6163
19,6186
20,6163
21,6204
22,6215
23,6238
24,6253
25,6290
26,6321
27,6283
28,6304
29,6319
30,6354
31,6378
32,6343
33,6340
34,6342
35,6343
36,6297
37,6268
38,6251
39,6296
40,6282
41,6300
42,6334
43,6330
44,6291
45,6329
46,6343
47,6341
48,6339
49,6374
50,6364
51,6401
52,6407
53,6405
54,6431
55,6438
56,6474
57,6446
58,6454
59,6402
60,6411
61,6425
62,6405
63,6384
64,6499
65,6649
66,6653
67,6600
68,6577
69,6560
70,6538
71,6535
72,6541
73,6505
74,6496
75,6518
76,6533
77,6525
78,6557
79,6532
80,6588
81,6574
82,6554
83,6542
84,6539
85,6553
86,6531
87,6515
88,6503
89,6470
90,6483
91,6467
92,6442
93,6425
94,6480
95,6490
96,6493
97,6471
98,6489
99,6497
100,6489
101,6479
102,6473
103,6506
104,6519
105,6528
106,6536
107,6570
108,6561
109,6561
110,6533
111,6545
112,6555
113,6520
114,6529
115,6507
116,6498
117,6485
118,6482
119,6485
120,6542
121,6521
122,6507
123,6482
124,6449
125,6468
126,6494
127,6518
128,6487
129,6535
130,6531
131,6500
132,6475
133,6487
134,6471
135,6458
136,6469
137,6469
138,6486
139,6474
140,6448
141,6457
142,6423
143,6443
144,6431
145,6462
146,6451
147,6482
148,6428
149,6461
150,6464
151,6451
152,6479
153,6508
154,6507
155,6490
156,6499
157,6504
158,6484
159,6490
160,6428
161,6417
162,6377
163,6367
164,6367
165,6393
166,6405
167,6359
168,6366
