,Counts
0,5282
1,5246
2,5279
3,5257
4,5258
5,5275
6,5291
7,5283
8,5298
9,5292
10,5307
11,5365
12,5337
13,5306
14,5357
15,5321
16,5322
17,5326
18,5301
19,5294
20,5303
21,5304
22,5325
23,5322
24,5322
25,5318
26,5324
27,5317
28,5329
29,5331
30,5334
31,5330
32,5334
33,5320
34,5314
35,5319
36,5309
37,5311
38,5333
39,5334
40,5321
41,5398
42,5406
43,5405
44,5395
45,5406
46,5431
47,5414
48,5399
49,5425
50,5421
51,5431
52,5428
53,5468
54,5434
55,5466
56,5469
57,5527
58,5531
59,5527
60,5513
61,5538
62,5503
63,5465
64,5480
65,5470
66,5439
67,5456
68,5458
69,5456
70,5474
71,5465
72,5470
73,5441
74,5438
75,5491
76,5475
77,5482
78,5499
79,5552
80,5574
81,5605
82,5632
83,5616
84,5606
85,5613
86,5598
87,5563
88,5567
89,5603
90,5589
91,5565
92,5585
93,5585
94,5529
95,5549
96,5540
97,5556
98,5573
99,5546
100,5588
101,5597
102,5605
103,5589
104,5617
105,5652
106,5634
107,5632
108,5640
109,5615
110,5635
111,5636
112,5629
113,5640
114,5605
115,5608
116,5595
117,5622
118,5624
119,5625
120,5579
121,5600
122,5603
123,5628
124,5596
125,5608
126,5558
127,5574
128,5622
129,5650
130,5664
131,5643
132,5626
133,5628
134,5632
135,5642
136,5629
137,5600
138,5622
139,5598
140,5597
141,5624
142,5574
143,5589
144,5569
145,5601
146,5593
147,5598
148,5561
149,5587
150,5574
151,5603
152,5578
153,5581
154,5583
155,5601
156,5616
157,5608
158,5572
159,5540
160,5604
161,5586
162,5522
163,5556
164,5531
165,5536
166,5575
167,5564
168,5583
