,Counts
0,5629
1,5605
2,5629
3,5645
4,5645
5,5696
6,5734
7,5720
8,5734
9,5717
10,5727
11,5720
12,5711
13,5732
14,5735
15,5755
16,5747
17,5780
18,5763
19,5748
20,5730
21,5793
22,5754
23,5727
24,5733
25,5741
26,5687
27,5657
28,5652
29,5674
30,5693
31,5680
32,5704
33,5680
34,5689
35,5696
36,5736
37,5726
38,5722
39,5778
40,5786
41,5768
42,5784
43,5753
44,5739
45,5751
46,5760
47,5703
48,5732
49,5697
50,5687
51,5706
52,5717
53,5736
54,5722
55,5733
56,5759
57,5793
58,5798
59,5772
60,5777
61,5778
62,5778
63,5758
64,5721
65,5708
66,5668
67,5682
68,5698
69,5672
70,5656
71,5692
72,5680
73,5715
74,5705
75,5726
76,5726
77,5761
78,5811
79,5814
80,5785
81,5769
82,5758
83,5754
84,5773
85,5802
86,5681
87,5741
88,5749
89,5786
90,5807
91,5819
92,5757
93,5736
94,5753
95,5707
96,5704
97,5707
98,5679
99,5669
100,5697
101,5675
102,5670
103,5671
104,5704
105,5677
106,5689
107,5707
108,5709
109,5731
110,5708
111,5718
112,5683
113,5696
114,5702
115,5688
116,5686
117,5679
118,5659
119,5689
120,5670
121,5656
122,5669
123,5674
124,5673
125,5711
126,5680
127,5689
128,5686
129,5710
130,5714
131,5689
132,5712
133,5668
134,5658
135,5676
136,5701
137,5701
138,5702
139,5647
140,5673
141,5685
142,5708
143,5692
144,5724
145,5751
146,5759
147,5733
148,5722
149,5733
150,5763
151,5765
152,5764
153,5772
154,5791
155,5791
156,5759
157,5804
158,5781
159,5773
160,5772
161,5787
162,5784
163,5758
164,5759
165,5759
166,5723
167,5768
168,5747
