,Counts
0,5641
1,5675
2,5649
3,5636
4,5667
5,5689
6,5672
7,5717
8,5701
9,5702
10,5710
11,5705
12,5721
13,5705
14,5681
15,5697
16,5697
17,5706
18,5722
19,5744
20,5737
21,5742
22,5754
23,5726
24,5709
25,5702
26,5709
27,5710
28,5704
29,5704
30,5713
31,5728
32,5755
33,5771
34,5792
35,5779
36,5789
37,5774
38,5725
39,5752
40,5754
41,5768
42,5724
43,5720
44,5752
45,5732
46,5749
47,5729
48,5735
49,5739
50,5753
51,5742
52,5733
53,5748
54,5751
55,5756
56,5765
57,5761
58,5741
59,5768
60,5773
61,5756
62,5738
63,5738
64,5713
65,5697
66,5745
67,5706
68,5716
69,5708
70,5678
71,5698
72,5683
73,5667
74,5678
75,5658
76,5633
77,5666
78,5697
79,5696
80,5688
81,5685
82,5689
83,5669
84,5700
85,5711
86,5718
87,5738
88,5740
89,5755
90,5749
91,5730
92,5710
93,5736
94,5725
95,5743
96,5717
97,5737
98,5705
99,5726
100,5703
101,5722
102,5745
103,5756
104,5748
105,5768
106,5758
107,5787
108,5785
109,5796
110,5814
111,5778
112,5774
113,5799
114,5769
115,5780
116,5759
117,5759
118,5751
119,5759
120,5769
121,5761
122,5773
123,5744
124,5743
125,5753
126,5772
127,5774
128,5780
129,5807
130,5796
131,5774
132,5780
133,5799
134,5815
135,5788
136,5774
137,5794
138,5747
139,5774
140,5748
141,5734
142,5751
143,5760
144,5722
145,5720
146,5684
147,5705
148,5688
149,5704
150,5669
151,5699
152,5685
153,5693
154,5713
155,5691
156,5732
157,5729
158,5752
159,5724
160,5706
161,5739
162,5703
163,5708
164,5717
165,5734
166,5715
167,5707
168,5695
