,Counts
0,5978
1,5971
2,5926
3,5920
4,5953
5,5969
6,5942
7,5934
8,5945
9,5972
10,5992
11,6000
12,5969
13,5958
14,5971
15,5941
16,5915
17,5904
18,5885
19,5915
20,5902
21,5869
22,5848
23,5847
24,5825
25,5826
26,5843
27,5831
28,5822
29,5812
30,5833
31,5833
32,5798
33,5821
34,5834
35,5827
36,5821
37,5856
38,5827
39,5837
40,5847
41,5819
42,5810
43,5870
44,5854
45,5827
46,5864
47,5825
48,5857
49,5829
50,5852
51,5818
52,5806
53,5807
54,5828
55,5798
56,5816
57,5782
58,5813
59,5836
60,5820
61,5849
62,5853
63,5871
64,5851
65,5826
66,5849
67,5835
68,5848
69,5853
70,5866
71,5861
72,5864
73,5861
74,5822
75,5822
76,5859
77,5828
78,5848
79,5822
80,5863
81,5854
82,5858
83,5838
84,5861
85,5847
86,5890
87,5874
88,5877
89,5868
90,5906
91,5894
92,5901
93,5895
94,5887
95,5899
96,5867
97,5892
98,5881
99,5874
100,5883
101,5896
102,5883
103,5906
104,5882
105,5878
106,5918
107,5907
108,5942
109,5926
110,5931
111,5916
112,5940
113,5935
114,5924
115,5921
116,5920
117,5910
118,5925
119,5918
120,5928
121,5921
122,5926
123,5916
124,5923
125,5932
126,5917
127,5929
128,5965
129,5913
130,5921
131,5931
132,5910
133,5956
134,5962
135,5924
136,5946
137,5951
138,5961
139,5984
140,5985
141,5957
142,5940
143,5954
144,5944
145,5944
146,5943
147,5941
148,5943
149,5937
150,5955
151,5967
152,5937
153,5954
154,5960
155,5973
156,5981
157,5982
158,5985
159,5989
160,6000
161,5979
162,5966
163,5983
164,5929
165,5964
166,5955
167,5967
168,5933
