,Counts
0,5801
1,5817
2,5805
3,5827
4,5822
5,5806
6,5805
7,5784
8,5830
9,5828
10,5840
11,5787
12,5772
13,5805
14,5786
15,5785
16,5798
17,5803
18,5843
19,5856
20,5871
21,5846
22,5819
23,5842
24,5870
25,5845
26,5851
27,5819
28,5837
29,5826
30,5869
31,5858
32,5855
33,5861
34,5864
35,5837
36,5841
37,5858
38,5850
39,5833
40,5836
41,5830
42,5860
43,5843
44,5880
45,5872
46,5888
47,5856
48,5886
49,5886
50,5911
51,5895
52,5885
53,5887
54,5901
55,5882
56,5879
57,5866
58,5858
59,5886
60,5874
61,5899
62,5902
63,5898
64,5883
65,5905
66,5879
67,5896
68,5907
69,5892
70,5879
71,5890
72,5899
73,5853
74,5882
75,5860
76,5863
77,5889
78,5873
79,5913
80,5882
81,5930
82,5880
83,5898
84,5892
85,5919
86,5912
87,5926
88,5941
89,5959
90,5925
91,5896
92,5925
93,5906
94,5907
95,5934
96,5873
97,5939
98,5895
99,5884
100,5895
101,5911
102,5890
103,5872
104,5878
105,5884
106,5939
107,5924
108,5929
109,5953
110,5969
111,5939
112,5962
113,5900
114,5864
115,5902
116,5901
117,5896
118,5886
119,5865
120,5884
121,5894
122,5911
123,5915
124,5903
125,5875
126,5895
127,5870
128,5880
129,5897
130,5899
131,5890
132,5920
133,5908
134,5929
135,5920
136,5913
137,5961
138,5880
139,5884
140,5870
141,5880
142,5922
143,5910
144,5902
145,5917
146,5912
147,5911
148,5921
149,5927
150,5897
151,5914
152,5905
153,5944
154,5933
155,5931
156,5909
157,5941
158,5939
159,5905
160,5929
161,5931
162,5929
163,5918
164,5934
165,5936
166,5933
167,5947
168,5919
