,Counts
0,5710
1,5730
2,5762
3,5723
4,5737
5,5715
6,5756
7,5734
8,5747
9,5753
10,5753
11,5740
12,5752
13,5762
14,5755
15,5735
16,5712
17,5702
18,5670
19,5701
20,5701
21,5681
22,5686
23,5669
24,5636
25,5653
26,5645
27,5641
28,5673
29,5662
30,5652
31,5649
32,5654
33,5647
34,5662
35,5655
36,5635
37,5651
38,5646
39,5624
40,5638
41,5619
42,5623
43,5639
44,5610
45,5630
46,5607
47,5603
48,5607
49,5602
50,5625
51,5601
52,5607
53,5604
54,5601
55,5629
56,5577
57,5612
58,5592
59,5629
60,5615
61,5596
62,5622
63,5617
64,5586
65,5590
66,5555
67,5590
68,5567
69,5599
70,5565
71,5570
72,5592
73,5576
74,5571
75,5573
76,5596
77,5583
78,5611
79,5600
80,5584
81,5593
82,5603
83,5575
84,5576
85,5607
86,5587
87,5575
88,5592
89,5579
90,5598
91,5578
92,5569
93,5560
94,5591
95,5521
96,5543
97,5500
98,5504
99,5533
100,5525
101,5547
102,5528
103,5522
104,5520
105,5548
106,5523
107,5553
108,5501
109,5539
110,5531
111,5545
112,5561
113,5531
114,5531
115,5543
116,5556
117,5568
118,5566
119,5517
120,5537
121,5535
122,5529
123,5544
124,5556
125,5539
126,5507
127,5543
128,5525
129,5560
130,5554
131,5559
132,5585
133,5582
134,5595
135,5630
136,5601
137,5591
138,5627
139,5601
140,5606
141,5594
142,5598
143,5606
144,5600
145,5545
146,5565
147,5581
148,5559
149,5557
150,5563
151,5589
152,5587
153,5588
154,5608
155,5586
156,5579
157,5581
158,5564
159,5575
160,5600
161,5587
162,5587
163,5619
164,5642
165,5616
166,5610
167,5626
168,5630
