,Counts
0,5771
1,5763
2,5782
3,5790
4,5795
5,5798
6,5771
7,5807
8,5806
9,5852
10,5817
11,5836
12,5819
13,5806
14,5815
15,5822
16,5838
17,5842
18,5832
19,5862
20,5839
21,5853
22,5813
23,5838
24,5853
25,5818
26,5867
27,5883
28,5850
29,5861
30,5873
31,5865
32,5873
33,5864
34,5903
35,5883
36,5892
37,5879
38,5871
39,5854
40,5829
41,5834
42,5823
43,5823
44,5848
45,5813
46,5853
47,5825
48,5833
49,5869
50,5870
51,5875
52,5869
53,5904
54,5902
55,5882
56,5883
57,5859
58,5826
59,5820
60,5785
61,5816
62,5776
63,5800
64,5811
65,5820
66,5831
67,5809
68,5818
69,5846
70,5856
71,5842
72,5847
73,5853
74,5825
75,5853
76,5810
77,5794
78,5823
79,5847
80,5819
81,5839
82,5829
83,5815
84,5809
85,5804
86,5799
87,5823
88,5789
89,5806
90,5847
91,5833
92,5823
93,5833
94,5824
95,5856
96,5852
97,5856
98,5856
99,5855
100,5839
101,5847
102,5827
103,5845
104,5853
105,5854
106,5894
107,5831
108,5849
109,5853
110,5873
111,5858
112,5845
113,5859
114,5828
115,5849
116,5828
117,5831
118,5838
119,5835
120,5811
121,5824
122,5824
123,5841
124,5811
125,5825
126,5856
127,5834
128,5840
129,5826
130,5849
131,5876
132,5856
133,5872
134,5863
135,5863
136,5830
137,5840
138,5853
139,5828
140,5818
141,5861
142,5840
143,5876
144,5882
145,5843
146,5849
147,5780
148,5811
149,5801
150,5819
151,5838
152,5832
153,5840
154,5879
155,5868
156,5890
157,5892
158,5889
159,5867
160,5890
161,5886
162,5882
163,5847
164,5874
165,5854
166,5849
167,5826
168,5801
