,Counts
0,6360
1,6389
2,6393
3,6406
4,6416
5,6424
6,6377
7,6376
8,6373
9,6423
10,6419
11,6430
12,6396
13,6448
14,6426
15,6407
16,6409
17,6366
18,6407
19,6396
20,6394
21,6361
22,6326
23,6363
24,6384
25,6373
26,6380
27,6406
28,6400
29,6373
30,6381
31,6409
32,6391
33,6414
34,6399
35,6395
36,6403
37,6401
38,6385
39,6418
40,6375
41,6386
42,6378
43,6362
44,6371
45,6411
46,6385
47,6421
48,6389
49,6396
50,6415
51,6422
52,6408
53,6396
54,6392
55,6428
56,6469
57,6443
58,6454
59,6473
60,6429
61,6413
62,6417
63,6422
64,6417
65,6426
66,6430
67,6448
68,6418
69,6409
70,6392
71,6394
72,6406
73,6408
74,6375
75,6403
76,6411
77,6414
78,6452
79,6417
80,6484
81,6492
82,6466
83,6449
84,6450
85,6438
86,6427
87,6427
88,6438
89,6431
90,6409
91,6419
92,6486
93,6441
94,6470
95,6448
96,6452
97,6464
98,6476
99,6455
100,6427
101,6436
102,6440
103,6440
104,6451
105,6462
106,6502
107,6490
108,6474
109,6478
110,6506
111,6486
112,6470
113,6484
114,6434
115,6435
116,6436
117,6439
118,6429
119,6470
120,6447
121,6452
122,6460
123,6507
124,6456
125,6462
126,6443
127,6498
128,6480
129,6497
130,6483
131,6493
132,6475
133,6498
134,6490
135,6494
136,6488
137,6463
138,6492
139,6488
140,6468
141,6486
142,6480
143,6473
144,6463
145,6471
146,6472
147,6476
148,6494
149,6521
150,6483
151,6507
152,6516
153,6511
154,6546
155,6521
156,6538
157,6535
158,6532
159,6527
160,6540
161,6495
162,6511
163,6492
164,6520
165,6496
166,6510
167,6496
168,6495
