,Counts
0,5945
1,5941
2,5886
3,5866
4,5893
5,5897
6,5915
7,5935
8,5900
9,5917
10,5935
11,5940
12,5920
13,5922
14,5919
15,5893
16,5932
17,5881
18,5851
19,5883
20,5895
21,5889
22,5924
23,5899
24,5902
25,5914
26,5916
27,5929
28,5961
29,5935
30,5936
31,5932
32,5933
33,5944
34,5921
35,5957
36,5934
37,5904
38,5907
39,5928
40,5901
41,5892
42,5900
43,5883
44,5921
45,5914
46,5895
47,5902
48,5941
49,5945
50,5945
51,5956
52,5959
53,5944
54,5959
55,5932
56,5965
57,5928
58,5928
59,5926
60,5942
61,5938
62,5963
63,5939
64,5950
65,5945
66,5937
67,5978
68,5964
69,5948
70,5940
71,5938
72,5939
73,5912
74,5940
75,5943
76,5965
77,5950
78,5942
79,5973
80,5981
81,5992
82,6012
83,6016
84,6005
85,5981
86,5987
87,5954
88,5794
89,5712
90,5710
91,5352
92,5241
93,5152
94,5106
95,5095
96,5121
97,5489
98,5612
99,5644
100,5614
101,5643
102,5659
103,5696
104,5715
105,5725
106,5771
107,5749
108,5747
109,5734
110,5726
111,5726
112,5731
113,5733
114,5749
115,5693
116,5712
117,5712
118,5705
119,5717
120,5760
121,5744
122,5780
123,5777
124,5791
125,5800
126,5774
127,5805
128,5811
129,5814
130,5802
131,5801
132,5867
133,5829
134,5856
135,5861
136,5861
137,5814
138,5777
139,5773
140,5740
141,5759
142,5764
143,5755
144,5762
145,5767
146,5755
147,5763
148,5806
149,5814
150,5788
151,5802
152,5827
153,5863
154,5882
155,5869
156,5868
157,5890
158,5880
159,5858
160,5828
161,5825
162,5806
163,5839
164,5801
165,5766
166,5733
167,5781
168,5769
