,Counts
0,5840
1,5838
2,5864
3,5844
4,5838
5,5820
6,5840
7,5813
8,5829
9,5817
10,5811
11,5820
12,5827
13,5816
14,5839
15,5842
16,5843
17,5827
18,5829
19,5839
20,5839
21,5809
22,5819
23,5843
24,5839
25,5840
26,5855
27,5826
28,5817
29,5772
30,5776
31,5810
32,5793
33,5771
34,5787
35,5788
36,5797
37,5773
38,5807
39,5798
40,5798
41,5781
42,5776
43,5764
44,5782
45,5789
46,5788
47,5752
48,5779
49,5751
50,5778
51,5769
52,5787
53,5787
54,5790
55,5785
56,5819
57,5814
58,5792
59,5802
60,5765
61,5802
62,5784
63,5792
64,5801
65,5759
66,5761
67,5812
68,5778
69,5741
70,5784
71,5775
72,5771
73,5763
74,5782
75,5790
76,5795
77,5798
78,5771
79,5807
80,5806
81,5852
82,5817
83,5836
84,5819
85,5806
86,5815
87,5822
88,5838
89,5842
90,5832
91,5862
92,5839
93,5853
94,5813
95,5838
96,5853
97,5818
98,5867
99,5883
100,5850
101,5861
102,5873
103,5865
104,5873
105,5864
106,5903
107,5883
108,5892
109,5879
110,5871
111,5854
112,5829
113,5834
114,5823
115,5823
116,5848
117,5813
118,5853
119,5825
120,5833
121,5869
122,5870
123,5875
124,5869
125,5904
126,5902
127,5882
128,5883
129,5859
130,5826
131,5820
132,5785
133,5816
134,5776
135,5800
136,5811
137,5820
138,5831
139,5809
140,5818
141,5846
142,5856
143,5842
144,5847
145,5853
146,5825
147,5853
148,5810
149,5794
150,5823
151,5847
152,5819
153,5839
154,5829
155,5815
156,5809
157,5804
158,5799
159,5823
160,5789
161,5806
162,5847
163,5833
164,5823
165,5833
166,5824
167,5856
168,5852
