,Counts
0,5840
1,5844
2,5876
3,5867
4,5859
5,5865
6,5856
7,5840
8,5804
9,5827
10,5823
11,5815
12,5793
13,5832
14,5803
15,5816
16,5836
17,5825
18,5813
19,5841
20,5826
21,5871
22,5837
23,5821
24,5840
25,5838
26,5864
27,5844
28,5838
29,5820
30,5840
31,5813
32,5829
33,5817
34,5811
35,5820
36,5827
37,5816
38,5839
39,5842
40,5843
41,5827
42,5829
43,5839
44,5839
45,5809
46,5819
47,5843
48,5839
49,5840
50,5855
51,5826
52,5817
53,5772
54,5776
55,5810
56,5793
57,5771
58,5787
59,5788
60,5797
61,5773
62,5807
63,5798
64,5798
65,5781
66,5776
67,5764
68,5782
69,5789
70,5788
71,5752
72,5779
73,5751
74,5778
75,5769
76,5787
77,5787
78,5790
79,5785
80,5819
81,5814
82,5792
83,5802
84,5765
85,5802
86,5784
87,5792
88,5801
89,5759
90,5761
91,5812
92,5778
93,5741
94,5784
95,5775
96,5771
97,5763
98,5782
99,5790
100,5795
101,5798
102,5771
103,5807
104,5806
105,5852
106,5817
107,5836
108,5819
109,5806
110,5815
111,5822
112,5838
113,5842
114,5832
115,5862
116,5839
117,5853
118,5813
119,5838
120,5853
121,5818
122,5867
123,5883
124,5850
125,5861
126,5873
127,5865
128,5873
129,5864
130,5903
131,5883
132,5892
133,5879
134,5871
135,5854
136,5829
137,5834
138,5823
139,5823
140,5848
141,5813
142,5853
143,5825
144,5833
145,5869
146,5870
147,5875
148,5869
149,5904
150,5902
151,5882
152,5883
153,5859
154,5826
155,5820
156,5785
157,5816
158,5776
159,5800
160,5811
161,5820
162,5831
163,5809
164,5818
165,5846
166,5856
167,5842
168,5847
