,Counts
0,5934
1,5942
2,5915
3,5964
4,5954
5,5954
6,5964
7,5999
8,5938
9,6004
10,5984
11,6003
12,6012
13,6018
14,5989
15,5997
16,6001
17,6019
18,5978
19,5988
20,5970
21,5964
22,5942
23,5955
24,5959
25,5970
26,5939
27,5976
28,5926
29,5915
30,5952
31,5983
32,5945
33,5964
34,6007
35,6001
36,5984
37,5972
38,5964
39,5985
40,5974
41,5936
42,5944
43,5887
44,5903
45,5896
46,5904
47,5904
48,5882
49,5903
50,5908
51,5925
52,5921
53,5913
54,5961
55,5921
56,5929
57,5930
58,5961
59,5987
60,5984
61,6020
62,6031
63,5970
64,5963
65,5956
66,5906
67,5806
68,5776
69,5626
70,5425
71,5305
72,5306
73,5335
74,5477
75,5552
76,5521
77,5533
78,5493
79,5483
80,5459
81,5433
82,5440
83,5425
84,5378
85,5352
86,5368
87,5369
88,5397
89,5408
90,5382
91,5347
92,5383
93,5401
94,5390
95,5362
96,5397
97,5397
98,5429
99,5469
100,5497
101,5440
102,5470
103,5518
104,5521
105,5535
106,5538
107,5505
108,5479
109,5495
110,5484
111,5496
112,5501
113,5468
114,5436
115,5452
116,5464
117,5478
118,5506
119,5512
120,5543
121,5575
122,5584
123,5614
124,5641
125,5671
126,5719
127,5682
128,5701
129,5683
130,5692
131,5675
132,5641
133,5608
134,5571
135,5627
136,5650
137,5621
138,5614
139,5599
140,5572
141,5603
142,5672
143,5620
144,5629
145,5605
146,5629
147,5645
148,5645
149,5696
150,5734
151,5720
152,5734
153,5717
154,5727
155,5720
156,5711
157,5732
158,5735
159,5755
160,5747
161,5780
162,5763
163,5748
164,5730
165,5793
166,5754
167,5727
168,5733
