,Counts
0,5882
1,5903
2,5908
3,5925
4,5921
5,5913
6,5961
7,5921
8,5929
9,5930
10,5961
11,5987
12,5984
13,6020
14,6031
15,5970
16,5963
17,5956
18,5906
19,5806
20,5776
21,5626
22,5425
23,5305
24,5306
25,5335
26,5477
27,5552
28,5521
29,5533
30,5493
31,5483
32,5459
33,5433
34,5440
35,5425
36,5378
37,5352
38,5368
39,5369
40,5397
41,5408
42,5382
43,5347
44,5383
45,5401
46,5390
47,5362
48,5397
49,5397
50,5429
51,5469
52,5497
53,5440
54,5470
55,5518
56,5521
57,5535
58,5538
59,5505
60,5479
61,5495
62,5484
63,5496
64,5501
65,5468
66,5436
67,5452
68,5464
69,5478
70,5506
71,5512
72,5543
73,5575
74,5584
75,5614
76,5641
77,5671
78,5719
79,5682
80,5701
81,5683
82,5692
83,5675
84,5641
85,5608
86,5571
87,5627
88,5650
89,5621
90,5614
91,5599
92,5572
93,5603
94,5672
95,5620
96,5629
97,5605
98,5629
99,5645
100,5645
101,5696
102,5734
103,5720
104,5734
105,5717
106,5727
107,5720
108,5711
109,5732
110,5735
111,5755
112,5747
113,5780
114,5763
115,5748
116,5730
117,5793
118,5754
119,5727
120,5733
121,5741
122,5687
123,5657
124,5652
125,5674
126,5693
127,5680
128,5704
129,5680
130,5689
131,5696
132,5736
133,5726
134,5722
135,5778
136,5786
137,5768
138,5784
139,5753
140,5739
141,5751
142,5760
143,5703
144,5732
145,5697
146,5687
147,5706
148,5717
149,5736
150,5722
151,5733
152,5759
153,5793
154,5798
155,5772
156,5777
157,5778
158,5778
159,5758
160,5721
161,5708
162,5668
163,5682
164,5698
165,5672
166,5656
167,5692
168,5680
