,Counts
0,6703
1,6735
2,6704
3,6712
4,6714
5,6718
6,6699
7,6698
8,6714
9,6716
10,6725
11,6733
12,6732
13,6733
14,6721
15,6719
16,6729
17,6741
18,6736
19,6760
20,6745
21,6747
22,6758
23,6734
24,6691
25,6711
26,6693
27,6731
28,6700
29,6737
30,6739
31,6739
32,6737
33,6730
34,6768
35,6754
36,6747
37,6734
38,6742
39,6727
40,6720
41,6746
42,6736
43,6711
44,6706
45,6731
46,6698
47,6721
48,6746
49,6722
50,6731
51,6735
52,6731
53,6728
54,6761
55,6752
56,6769
57,6799
58,6790
59,6736
60,6768
61,6733
62,6725
63,6729
64,6723
65,6766
66,6765
67,6730
68,6758
69,6716
70,6741
71,6725
72,6702
73,6713
74,6677
75,6662
76,6661
77,6672
78,6692
79,6720
80,6747
81,6730
82,6759
83,6758
84,6721
85,6722
86,6708
87,6715
88,6705
89,6687
90,6710
91,6657
92,6686
93,6657
94,6650
95,6654
96,6657
97,6631
98,6633
99,6667
100,6620
101,6628
102,6627
103,6652
104,6643
105,6655
106,6630
107,6663
108,6680
109,6708
110,6655
111,6667
112,6673
113,6685
114,6655
115,6628
116,6643
117,6658
118,6647
119,6646
120,6634
121,6652
122,6655
123,6660
124,6643
125,6619
126,6659
127,6632
128,6649
129,6725
130,6713
131,6698
132,6717
133,6730
134,6706
135,6662
136,6668
137,6642
138,6669
139,6627
140,6622
141,6615
142,6609
143,6604
144,6576
145,6606
146,6643
147,6628
148,6610
149,6600
150,6574
151,6579
152,6598
153,6599
154,6639
155,6620
156,6597
157,6560
158,6562
159,6558
160,6613
161,6568
162,6550
163,6569
164,6542
165,6518
166,6545
167,6565
168,6537
