,Counts
0,5306
1,5335
2,5477
3,5552
4,5521
5,5533
6,5493
7,5483
8,5459
9,5433
10,5440
11,5425
12,5378
13,5352
14,5368
15,5369
16,5397
17,5408
18,5382
19,5347
20,5383
21,5401
22,5390
23,5362
24,5397
25,5397
26,5429
27,5469
28,5497
29,5440
30,5470
31,5518
32,5521
33,5535
34,5538
35,5505
36,5479
37,5495
38,5484
39,5496
40,5501
41,5468
42,5436
43,5452
44,5464
45,5478
46,5506
47,5512
48,5543
49,5575
50,5584
51,5614
52,5641
53,5671
54,5719
55,5682
56,5701
57,5683
58,5692
59,5675
60,5641
61,5608
62,5571
63,5627
64,5650
65,5621
66,5614
67,5599
68,5572
69,5603
70,5672
71,5620
72,5629
73,5605
74,5629
75,5645
76,5645
77,5696
78,5734
79,5720
80,5734
81,5717
82,5727
83,5720
84,5711
85,5732
86,5735
87,5755
88,5747
89,5780
90,5763
91,5748
92,5730
93,5793
94,5754
95,5727
96,5733
97,5741
98,5687
99,5657
100,5652
101,5674
102,5693
103,5680
104,5704
105,5680
106,5689
107,5696
108,5736
109,5726
110,5722
111,5778
112,5786
113,5768
114,5784
115,5753
116,5739
117,5751
118,5760
119,5703
120,5732
121,5697
122,5687
123,5706
124,5717
125,5736
126,5722
127,5733
128,5759
129,5793
130,5798
131,5772
132,5777
133,5778
134,5778
135,5758
136,5721
137,5708
138,5668
139,5682
140,5698
141,5672
142,5656
143,5692
144,5680
145,5715
146,5705
147,5726
148,5726
149,5761
150,5811
151,5814
152,5785
153,5769
154,5758
155,5754
156,5773
157,5802
158,5681
159,5741
160,5749
161,5786
162,5807
163,5819
164,5757
165,5736
166,5753
167,5707
168,5704
