,Counts
0,6207
1,6208
2,6235
3,6221
4,6198
5,6224
6,6235
7,6235
8,6227
9,6249
10,6204
11,6234
12,6245
13,6239
14,6239
15,6217
16,6245
17,6210
18,6236
19,6228
20,6220
21,6183
22,6229
23,6174
24,6208
25,6209
26,6234
27,6233
28,6236
29,6218
30,6200
31,6259
32,6244
33,6262
34,6244
35,6276
36,6257
37,6297
38,6245
39,6241
40,6245
41,6267
42,6241
43,6257
44,6220
45,6244
46,6240
47,6222
48,6230
49,6217
50,6218
51,6228
52,6216
53,6239
54,6219
55,6237
56,6243
57,6281
58,6253
59,6239
60,6274
61,6257
62,6265
63,6257
64,6248
65,6254
66,6250
67,6239
68,6238
69,6230
70,6246
71,6224
72,6232
73,6213
74,6224
75,6226
76,6222
77,6232
78,6223
79,6237
80,6259
81,6232
82,6257
83,6286
84,6249
85,6307
86,6286
87,6317
88,6315
89,6247
90,6250
91,6248
92,6255
93,6241
94,6268
95,6243
96,6216
97,6222
98,6219
99,6216
100,6246
101,6236
102,6256
103,6241
104,6232
105,6219
106,6271
107,6215
108,6253
109,6265
110,6276
111,6250
112,6255
113,6245
114,6256
115,6232
116,6207
117,6233
118,6236
119,6256
120,6260
121,6229
122,6211
123,6208
124,6252
125,6246
126,6252
127,6267
128,6225
129,6234
130,6203
131,6233
132,6242
133,6242
134,6223
135,6261
136,6186
137,6167
138,6154
139,6147
140,6153
141,6130
142,6108
143,6107
144,6120
145,6120
146,6098
147,6074
148,6088
149,6097
150,6110
151,6139
152,6142
153,6143
154,6125
155,6119
156,6122
157,6095
158,6117
159,6097
160,6117
161,6116
162,6136
163,6121
164,6091
165,6101
166,6130
167,6156
168,6135
