,Counts
0,6132
1,6131
2,6131
3,6151
4,6126
5,6130
6,6091
7,6141
8,6130
9,6148
10,6147
11,6117
12,6153
13,6163
14,6166
15,6160
16,6189
17,6182
18,6162
19,6160
20,6196
21,6165
22,6187
23,6180
24,6204
25,6180
26,6148
27,6144
28,6122
29,6135
30,6139
31,6149
32,6177
33,6158
34,6176
35,6225
36,6221
37,6179
38,6202
39,6234
40,6198
41,6200
42,6199
43,6204
44,6229
45,6211
46,6195
47,6233
48,6217
49,6244
50,6212
51,6204
52,6185
53,6213
54,6203
55,6210
56,6244
57,6242
58,6244
59,6238
60,6231
61,6219
62,6223
63,6178
64,6166
65,6186
66,6210
67,6166
68,6191
69,6210
70,6162
71,6189
72,6221
73,6187
74,6193
75,6217
76,6231
77,6183
78,6205
79,6249
80,6234
81,6239
82,6187
83,6195
84,6225
85,6227
86,6227
87,6213
88,6246
89,6256
90,6228
91,6265
92,6225
93,6244
94,6235
95,6228
96,6256
97,6228
98,6246
99,6223
100,6198
101,6201
102,6229
103,6205
104,6202
105,6208
106,6167
107,6184
108,6199
109,6191
110,6199
111,6188
112,6176
113,6202
114,6215
115,6236
116,6220
117,6213
118,6247
119,6262
120,6263
121,6257
122,6252
123,6215
124,6214
125,6236
126,6259
127,6227
128,6260
129,6227
130,6248
131,6216
132,6227
133,6230
134,6219
135,6255
136,6257
137,6243
138,6265
139,6209
140,6241
141,6195
142,6171
143,6180
144,6195
145,6214
146,6187
147,6219
148,6207
149,6193
150,6193
151,6217
152,6220
153,6218
154,6264
155,6233
156,6258
157,6226
158,6234
159,6222
160,6239
161,6225
162,6216
163,6216
164,6193
165,6213
166,6211
167,6237
168,6234
