,Counts
0,6227
1,6174
2,6222
3,6167
4,6189
5,6230
6,6197
7,6195
8,6201
9,6201
10,6261
11,6218
12,6233
13,6239
14,6194
15,6241
16,6206
17,6256
18,6237
19,6209
20,6219
21,6209
22,6192
23,6203
24,6212
25,6203
26,6215
27,6200
28,6222
29,6223
30,6195
31,6216
32,6210
33,6229
34,6215
35,6231
36,6213
37,6227
38,6295
39,6274
40,6216
41,6232
42,6251
43,6228
44,6237
45,6213
46,6218
47,6236
48,6237
49,6230
50,6251
51,6252
52,6254
53,6219
54,6246
55,6243
56,6228
57,6271
58,6260
59,6263
60,6238
61,6226
62,6252
63,6255
64,6255
65,6244
66,6231
67,6244
68,6229
69,6209
70,6241
71,6217
72,6185
73,6204
74,6156
75,6172
76,6178
77,6168
78,6214
79,6200
80,6144
81,6142
82,6201
83,6272
84,6221
85,6273
86,6267
87,6272
88,6262
89,6251
90,6247
91,6234
92,6159
93,6093
94,6074
95,6046
96,6062
97,6061
98,6053
99,6029
100,6034
101,6086
102,6107
103,6086
104,6136
105,6099
106,6129
107,6078
108,6115
109,6068
110,6084
111,6078
112,6055
113,6080
114,6075
115,6056
116,6067
117,6020
118,6038
119,6030
120,6033
121,6040
122,6056
123,6045
124,6046
125,6105
126,6083
127,6098
128,6115
129,6102
130,6078
131,6074
132,6102
133,6148
134,6136
135,6176
136,6161
137,6147
138,6156
139,6154
140,6128
141,6126
142,6142
143,6122
144,6143
145,6143
146,6142
147,6119
148,6137
149,6141
150,6138
151,6186
152,6200
153,6214
154,6246
155,6236
156,6246
157,6249
158,6249
159,6218
160,6196
161,6201
162,6213
163,6193
164,6207
165,6210
166,6215
167,6188
168,6216
