,Counts
0,5907
1,5881
2,5905
3,5879
4,5887
5,5910
6,5908
7,5897
8,5894
9,5897
10,5897
11,5918
12,5912
13,5918
14,5895
15,5920
16,5928
17,5954
18,5904
19,5904
20,5907
21,5952
22,5922
23,5944
24,5937
25,5942
26,5921
27,5941
28,5907
29,5890
30,5934
31,5931
32,5923
33,5961
34,5966
35,5979
36,5944
37,5956
38,5973
39,5922
40,5922
41,5950
42,5936
43,5917
44,5947
45,5931
46,5920
47,5917
48,5939
49,5918
50,5940
51,5933
52,5898
53,5936
54,5940
55,5939
56,5925
57,5936
58,5958
59,5940
60,5965
61,5951
62,5940
63,5942
64,5946
65,5950
66,5945
67,5975
68,5958
69,5924
70,5940
71,5954
72,5921
73,5924
74,5901
75,5931
76,5913
77,5948
78,5938
79,5914
80,5947
81,5946
82,5953
83,5952
84,5936
85,5966
86,5935
87,5952
88,5931
89,5910
90,5923
91,5946
92,5935
93,5899
94,5920
95,5908
96,5932
97,5937
98,5963
99,5936
100,5938
101,5936
102,5962
103,5969
104,5948
105,5992
106,5998
107,5983
108,5984
109,5951
110,5997
111,5962
112,5958
113,5934
114,5938
115,5904
116,5894
117,5876
118,5874
119,5854
120,5844
121,5860
122,5809
123,5849
124,5856
125,5865
126,5831
127,5854
128,5853
129,5873
130,5862
131,5871
132,5869
133,5868
134,5872
135,5868
136,5887
137,5914
138,5878
139,5873
140,5902
141,5885
142,5874
143,5867
144,5851
145,5860
146,5839
147,5842
148,5861
149,5868
150,5864
151,5914
152,5887
153,5900
154,5884
155,5880
156,5891
157,5885
158,5884
159,5890
160,5909
161,5896
162,5857
163,5826
164,5853
165,5881
166,5900
167,5893
168,5903
