,Counts
0,6584
1,6601
2,6622
3,6600
4,6603
5,6630
6,6650
7,6625
8,6616
9,6624
10,6638
11,6635
12,6652
13,6625
14,6609
15,6603
16,6626
17,6591
18,6616
19,6602
20,6597
21,6557
22,6603
23,6610
24,6575
25,6585
26,6579
27,6556
28,6539
29,6590
30,6562
31,6573
32,6566
33,6596
34,6618
35,6626
36,6628
37,6592
38,6596
39,6565
40,6545
41,6556
42,6551
43,6529
44,6537
45,6559
46,6556
47,6517
48,6514
49,6502
50,6514
51,6541
52,6503
53,6540
54,6514
55,6500
56,6497
57,6561
58,6539
59,6593
60,6559
61,6563
62,6549
63,6520
64,6538
65,6487
66,6505
67,6488
68,6496
69,6493
70,6504
71,6507
72,6510
73,6500
74,6471
75,6463
76,6488
77,6510
78,6514
79,6490
80,6513
81,6559
82,6541
83,6556
84,6567
85,6527
86,6500
87,6501
88,6513
89,6490
90,6515
91,6489
92,6490
93,6492
94,6487
95,6509
96,6486
97,6509
98,6510
99,6530
100,6522
101,6518
102,6499
103,6526
104,6539
105,6513
106,6536
107,6518
108,6502
109,6514
110,6504
111,6522
112,6508
113,6512
114,6525
115,6489
116,6519
117,6513
118,6541
119,6520
120,6537
121,6509
122,6506
123,6495
124,6482
125,6472
126,6481
127,6525
128,6535
129,6554
130,6553
131,6510
132,6508
133,6505
134,6523
135,6519
136,6501
137,6523
138,6491
139,6513
140,6512
141,6546
142,6478
143,6523
144,6485
145,6495
146,6524
147,6496
148,6517
149,6524
150,6525
151,6534
152,6525
153,6484
154,6536
155,6520
156,6533
157,6548
158,6552
159,6533
160,6520
161,6524
162,6514
163,6558
164,6503
165,6512
166,6518
167,6535
168,6531
