,Counts
0,5956
1,5967
2,5976
3,5941
4,5930
5,5944
6,5951
7,5966
8,5968
9,6013
10,6025
11,6001
12,5993
13,6005
14,5986
15,6002
16,6009
17,6004
18,5975
19,5970
20,5974
21,5983
22,5990
23,5975
24,5965
25,5974
26,5975
27,5976
28,5986
29,6017
30,5984
31,6019
32,6040
33,6010
34,6029
35,6042
36,6025
37,6028
38,6022
39,6023
40,6028
41,6035
42,6008
43,6019
44,5991
45,6003
46,6005
47,5975
48,5992
49,5977
50,5956
51,5962
52,5928
53,5974
54,5990
55,6058
56,6057
57,6052
58,6043
59,6064
60,6062
61,6060
62,6095
63,6076
64,6078
65,6050
66,6041
67,6067
68,6071
69,6041
70,6042
71,6020
72,6025
73,6001
74,6021
75,6006
76,6002
77,5990
78,6043
79,5998
80,6043
81,6007
82,6035
83,6029
84,6034
85,6058
86,6068
87,6052
88,6053
89,6036
90,6023
91,6032
92,6000
93,6025
94,6009
95,5964
96,5978
97,5969
98,5964
99,5948
100,5967
101,5996
102,5997
103,6028
104,6047
105,6019
106,6058
107,6015
108,6048
109,6042
110,6056
111,6048
112,6049
113,6055
114,6039
115,6015
116,6041
117,6024
118,5988
119,6020
120,6024
121,6025
122,6017
123,6023
124,6013
125,6032
126,5995
127,6052
128,6045
129,6043
130,6035
131,6050
132,6042
133,6043
134,6046
135,6045
136,6044
137,6019
138,5999
139,5993
140,5986
141,5975
142,5999
143,5981
144,5966
145,5970
146,5954
147,5951
148,5954
149,5979
150,5965
151,5962
152,5999
153,5993
154,6014
155,6024
156,6051
157,6024
158,6020
159,6003
160,6017
161,6007
162,6012
163,5999
164,5980
165,5942
166,5953
167,5911
168,5943
