,Counts
0,6120
1,6120
2,6098
3,6074
4,6088
5,6097
6,6110
7,6139
8,6142
9,6143
10,6125
11,6119
12,6122
13,6095
14,6117
15,6097
16,6117
17,6116
18,6136
19,6121
20,6091
21,6101
22,6130
23,6156
24,6135
25,6119
26,6129
27,6134
28,6137
29,6143
30,6154
31,6135
32,6132
33,6153
34,6126
35,6113
36,6106
37,6083
38,6113
39,6107
40,6094
41,6099
42,6113
43,6096
44,6119
45,6139
46,6130
47,6149
48,6125
49,6144
50,6136
51,6145
52,6147
53,6131
54,6132
55,6126
56,6145
57,6143
58,6131
59,6128
60,6123
61,6106
62,6123
63,6124
64,6119
65,6145
66,6142
67,6112
68,6142
69,6107
70,6125
71,6112
72,6115
73,6149
74,6123
75,6096
76,6099
77,6102
78,6122
79,6110
80,6094
81,6105
82,6163
83,6131
84,6149
85,6126
86,6158
87,6111
88,6108
89,6131
90,6118
91,6129
92,6124
93,6104
94,6069
95,6074
96,6101
97,6074
98,6110
99,6102
100,6106
101,6117
102,6125
103,6118
104,6107
105,6128
106,6143
107,6109
108,6136
109,6150
110,6115
111,6108
112,6087
113,6111
114,6118
115,6116
116,6144
117,6159
118,6116
119,6144
120,6127
121,6117
122,6098
123,6125
124,6112
125,6116
126,6149
127,6165
128,6169
129,6190
130,6153
131,6163
132,6088
133,6137
134,6124
135,6090
136,6078
137,6109
138,6112
139,6095
140,6100
141,6129
142,6128
143,6126
144,6150
145,6132
146,6152
147,6138
148,6181
149,6160
150,6171
151,6190
152,6166
153,6185
154,6160
155,6164
156,6138
157,6194
158,6147
159,6141
160,6144
161,6091
162,6118
163,6085
164,6103
165,6121
166,6121
167,6122
168,6113
