,Counts
0,5939
1,5918
2,5940
3,5933
4,5898
5,5936
6,5940
7,5939
8,5925
9,5936
10,5958
11,5940
12,5965
13,5951
14,5940
15,5942
16,5946
17,5950
18,5945
19,5975
20,5958
21,5924
22,5940
23,5954
24,5921
25,5924
26,5901
27,5931
28,5913
29,5948
30,5938
31,5914
32,5947
33,5946
34,5953
35,5952
36,5936
37,5966
38,5935
39,5952
40,5931
41,5910
42,5923
43,5946
44,5935
45,5899
46,5920
47,5908
48,5932
49,5937
50,5963
51,5936
52,5938
53,5936
54,5962
55,5969
56,5948
57,5992
58,5998
59,5983
60,5984
61,5951
62,5997
63,5962
64,5958
65,5934
66,5938
67,5904
68,5894
69,5876
70,5874
71,5854
72,5844
73,5860
74,5809
75,5849
76,5856
77,5865
78,5831
79,5854
80,5853
81,5873
82,5862
83,5871
84,5869
85,5868
86,5872
87,5868
88,5887
89,5914
90,5878
91,5873
92,5902
93,5885
94,5874
95,5867
96,5851
97,5860
98,5839
99,5842
100,5861
101,5868
102,5864
103,5914
104,5887
105,5900
106,5884
107,5880
108,5891
109,5885
110,5884
111,5890
112,5909
113,5896
114,5857
115,5826
116,5853
117,5881
118,5900
119,5893
120,5903
121,5869
122,5870
123,5926
124,5919
125,5885
126,5880
127,5921
128,5903
129,5905
130,5896
131,5918
132,5929
133,5881
134,5893
135,5870
136,5872
137,5875
138,5894
139,5900
140,5871
141,5859
142,5837
143,5826
144,5836
145,5842
146,5816
147,5859
148,5876
149,5900
150,5875
151,5859
152,5862
153,5900
154,5917
155,5912
156,5906
157,5885
158,5851
159,5852
160,5852
161,5873
162,5834
163,5814
164,5821
165,5827
166,5874
167,5801
168,5848
