,Counts
0,5701
1,5693
2,5643
3,5640
4,5603
5,5641
6,5628
7,5709
8,5667
9,5648
10,5669
11,5700
12,5753
13,5777
14,5797
15,5774
16,5700
17,5642
18,5645
19,5708
20,5614
21,5591
22,5575
23,5596
24,5590
25,5601
26,5601
27,5597
28,5637
29,5625
30,5625
31,5643
32,5680
33,5639
34,5640
35,5614
36,5636
37,5629
38,5673
39,5648
40,5660
41,5665
42,5655
43,5681
44,5683
45,5659
46,5675
47,5707
48,5644
49,5638
50,5659
51,5650
52,5654
53,5666
54,5635
55,5660
56,5692
57,5663
58,5687
59,5645
60,5662
61,5694
62,5658
63,5671
64,5665
65,5704
66,5630
67,5680
68,5646
69,5663
70,5662
71,5649
72,5663
73,5696
74,5672
75,5699
76,5677
77,5643
78,5655
79,5663
80,5703
81,5659
82,5702
83,5681
84,5679
85,5662
86,5649
87,5687
88,5667
89,5689
90,5702
91,5686
92,5657
93,5680
94,5686
95,5690
96,5699
97,5672
98,5667
99,5688
100,5705
101,5684
102,5712
103,5696
104,5688
105,5694
106,5686
107,5688
108,5663
109,5698
110,5650
111,5670
112,5657
113,5665
114,5688
115,5662
116,5649
117,5656
118,5687
119,5681
120,5664
121,5605
122,5578
123,5616
124,5613
125,5573
126,5566
127,5584
128,5591
129,5517
130,5494
131,5495
132,5483
133,5467
134,5471
135,5510
136,5472
137,5498
138,5504
139,5500
140,5545
141,5559
142,5614
143,5615
144,5612
145,5614
146,5580
147,5574
148,5564
149,5565
150,5542
151,5530
152,5572
153,5537
154,5568
155,5529
156,5550
157,5553
158,5551
159,5583
160,5537
161,5559
162,5555
163,5563
164,5587
165,5584
166,5549
167,5566
168,5545
