,Counts
0,5486
1,5486
2,5442
3,5480
4,5478
5,5466
6,5492
7,5493
8,5511
9,5489
10,5482
11,5481
12,5474
13,5497
14,5489
15,5462
16,5503
17,5486
18,5472
19,5550
20,5530
21,5527
22,5517
23,5526
24,5530
25,5518
26,5500
27,5504
28,5486
29,5525
30,5550
31,5535
32,5544
33,5555
34,5575
35,5544
36,5584
37,5535
38,5535
39,5504
40,5499
41,5498
42,5493
43,5515
44,5485
45,5441
46,5459
47,5464
48,5484
49,5482
50,5485
51,5543
52,5550
53,5556
54,5492
55,5548
56,5513
57,5542
58,5536
59,5531
60,5537
61,5556
62,5546
63,5549
64,5568
65,5543
66,5531
67,5525
68,5505
69,5531
70,5529
71,5529
72,5522
73,5522
74,5530
75,5556
76,5554
77,5559
78,5544
79,5566
80,5578
81,5567
82,5583
83,5574
84,5592
85,5579
86,5571
87,5528
88,5413
89,5375
90,5390
91,5348
92,5384
93,5358
94,5192
95,5102
96,5016
97,5010
98,5093
99,5059
100,5039
101,5018
102,5096
103,5100
104,5077
105,5083
106,5076
107,5083
108,5061
109,5086
110,5084
111,5089
112,5101
113,5117
114,5102
115,5108
116,5126
117,5159
118,5192
119,5202
120,5217
121,5223
122,5217
123,5237
124,5238
125,5276
126,5275
127,5292
128,5276
129,5306
130,5325
131,5310
132,5284
133,5309
134,5311
135,5282
136,5290
137,5331
138,5299
139,5288
140,5286
141,5287
142,5312
143,5273
144,5273
145,5284
146,5340
147,5332
148,5357
149,5336
150,5374
151,5380
152,5382
153,5383
154,5404
155,5424
156,5401
157,5409
158,5362
159,5400
160,5396
161,5372
162,5369
163,5408
164,5374
165,5414
166,5398
167,5397
168,5403
