,Counts
0,6018
1,5993
2,5956
3,5976
4,5992
5,5940
6,5916
7,5968
8,5971
9,5976
10,5976
11,5967
12,5964
13,5988
14,5963
15,6001
16,5983
17,5963
18,5994
19,5993
20,5991
21,6011
22,5963
23,5953
24,5892
25,5882
26,5895
27,5983
28,5932
29,5915
30,5899
31,5913
32,5867
33,5915
34,5887
35,5903
36,5903
37,5907
38,5895
39,5858
40,5867
41,5886
42,5923
43,5855
44,5889
45,5892
46,5861
47,5924
48,5914
49,5909
50,5911
51,5936
52,5878
53,5873
54,5893
55,5902
56,5939
57,5948
58,5933
59,5937
60,5896
61,5929
62,5908
63,5911
64,5877
65,5879
66,5818
67,5823
68,5833
69,5808
70,5810
71,5794
72,5782
73,5738
74,5713
75,5739
76,5730
77,5746
78,5735
79,5728
80,5761
81,5729
82,5734
83,5719
84,5724
85,5691
86,5742
87,5744
88,5780
89,5756
90,5759
91,5732
92,5747
93,5769
94,5770
95,5761
96,5727
97,5735
98,5723
99,5741
100,5735
101,5763
102,5764
103,5783
104,5789
105,5765
106,5767
107,5753
108,5780
109,5774
110,5757
111,5748
112,5747
113,5745
114,5770
115,5763
116,5759
117,5724
118,5757
119,5750
120,5750
121,5774
122,5787
123,5778
124,5767
125,5778
126,5760
127,5759
128,5747
129,5773
130,5778
131,5793
132,5798
133,5776
134,5803
135,5809
136,5806
137,5797
138,5783
139,5782
140,5734
141,5765
142,5777
143,5735
144,5775
145,5765
146,5785
147,5781
148,5764
149,5752
150,5755
151,5754
152,5756
153,5802
154,5799
155,5780
156,5790
157,5796
158,5806
159,5774
160,5769
161,5807
162,5819
163,5826
164,5819
165,5807
166,5832
167,5834
168,5833
