,Counts
0,6366
1,6409
2,6390
3,6425
4,6449
5,6462
6,6465
7,6435
8,6434
9,6428
10,6449
11,6453
12,6458
13,6468
14,6480
15,6469
16,6445
17,6449
18,6456
19,6438
20,6435
21,6469
22,6453
23,6484
24,6435
25,6443
26,6437
27,6444
28,6474
29,6482
30,6474
31,6457
32,6458
33,6419
34,6448
35,6415
36,6439
37,6446
38,6462
39,6447
40,6465
41,6434
42,6440
43,6461
44,6477
45,6440
46,6463
47,6417
48,6449
49,6457
50,6449
51,6453
52,6464
53,6497
54,6467
55,6474
56,6486
57,6488
58,6460
59,6496
60,6479
61,6504
62,6457
63,6467
64,6506
65,6494
66,6461
67,6484
68,6481
69,6506
70,6481
71,6463
72,6444
73,6466
74,6487
75,6476
76,6458
77,6499
78,6471
79,6513
80,6469
81,6473
82,6450
83,6466
84,6472
85,6503
86,6470
87,6492
88,6470
89,6489
90,6456
91,6519
92,6510
93,6498
94,6491
95,6528
96,6502
97,6515
98,6511
99,6492
100,6489
101,6463
102,6484
103,6470
104,6485
105,6454
106,6504
107,6482
108,6469
109,6479
110,6459
111,6485
112,6496
113,6466
114,6456
115,6482
116,6467
117,6492
118,6482
119,6458
120,6460
121,6491
122,6476
123,6459
124,6489
125,6490
126,6485
127,6456
128,6481
129,6511
130,6497
131,6460
132,6508
133,6482
134,6453
135,6505
136,6477
137,6469
138,6461
139,6413
140,6489
141,6467
142,6443
143,6426
144,6456
145,6441
146,6468
147,6453
148,6481
149,6461
150,6489
151,6456
152,6447
153,6449
154,6476
155,6484
156,6458
157,6454
158,6483
159,6506
160,6482
161,6473
162,6492
163,6475
164,6482
165,6480
166,6453
167,6466
168,6435
