,Counts
0,5543
1,5575
2,5584
3,5614
4,5641
5,5671
6,5719
7,5682
8,5701
9,5683
10,5692
11,5675
12,5641
13,5608
14,5571
15,5627
16,5650
17,5621
18,5614
19,5599
20,5572
21,5603
22,5672
23,5620
24,5629
25,5605
26,5629
27,5645
28,5645
29,5696
30,5734
31,5720
32,5734
33,5717
34,5727
35,5720
36,5711
37,5732
38,5735
39,5755
40,5747
41,5780
42,5763
43,5748
44,5730
45,5793
46,5754
47,5727
48,5733
49,5741
50,5687
51,5657
52,5652
53,5674
54,5693
55,5680
56,5704
57,5680
58,5689
59,5696
60,5736
61,5726
62,5722
63,5778
64,5786
65,5768
66,5784
67,5753
68,5739
69,5751
70,5760
71,5703
72,5732
73,5697
74,5687
75,5706
76,5717
77,5736
78,5722
79,5733
80,5759
81,5793
82,5798
83,5772
84,5777
85,5778
86,5778
87,5758
88,5721
89,5708
90,5668
91,5682
92,5698
93,5672
94,5656
95,5692
96,5680
97,5715
98,5705
99,5726
100,5726
101,5761
102,5811
103,5814
104,5785
105,5769
106,5758
107,5754
108,5773
109,5802
110,5681
111,5741
112,5749
113,5786
114,5807
115,5819
116,5757
117,5736
118,5753
119,5707
120,5704
121,5707
122,5679
123,5669
124,5697
125,5675
126,5670
127,5671
128,5704
129,5677
130,5689
131,5707
132,5709
133,5731
134,5708
135,5718
136,5683
137,5696
138,5702
139,5688
140,5686
141,5679
142,5659
143,5689
144,5670
145,5656
146,5669
147,5674
148,5673
149,5711
150,5680
151,5689
152,5686
153,5710
154,5714
155,5689
156,5712
157,5668
158,5658
159,5676
160,5701
161,5701
162,5702
163,5647
164,5673
165,5685
166,5708
167,5692
168,5724
