,Counts
0,5593
1,5595
2,5593
3,5612
4,5607
5,5578
6,5607
7,5624
8,5645
9,5628
10,5643
11,5635
12,5634
13,5661
14,5626
15,5635
16,5662
17,5673
18,5616
19,5672
20,5633
21,5653
22,5666
23,5644
24,5649
25,5639
26,5654
27,5650
28,5649
29,5619
30,5675
31,5669
32,5679
33,5678
34,5703
35,5697
36,5690
37,5715
38,5672
39,5680
40,5651
41,5685
42,5651
43,5659
44,5638
45,5608
46,5666
47,5654
48,5646
49,5629
50,5652
51,5641
52,5636
53,5637
54,5674
55,5656
56,5660
57,5673
58,5696
59,5694
60,5710
61,5651
62,5687
63,5675
64,5658
65,5682
66,5657
67,5662
68,5645
69,5666
70,5674
71,5648
72,5673
73,5675
74,5632
75,5654
76,5644
77,5683
78,5686
79,5714
80,5683
81,5702
82,5730
83,5729
84,5709
85,5711
86,5688
87,5715
88,5688
89,5682
90,5684
91,5651
92,5672
93,5644
94,5673
95,5693
96,5696
97,5712
98,5671
99,5740
100,5737
101,5695
102,5741
103,5716
104,5728
105,5701
106,5730
107,5739
108,5729
109,5725
110,5746
111,5742
112,5765
113,5748
114,5746
115,5762
116,5743
117,5756
118,5749
119,5740
120,5767
121,5707
122,5697
123,5724
124,5701
125,5697
126,5725
127,5711
128,5715
129,5727
130,5693
131,5716
132,5785
133,5712
134,5742
135,5718
136,5689
137,5708
138,5666
139,5654
140,5659
141,5661
142,5670
143,5649
144,5677
145,5701
146,5647
147,5709
148,5716
149,5701
150,5702
151,5720
152,5722
153,5703
154,5735
155,5743
156,5727
157,5717
158,5760
159,5755
160,5758
161,5781
162,5749
163,5754
164,5735
165,5718
166,5752
167,5709
168,5718
