,Counts
0,5959
1,5952
2,5965
3,5919
4,5968
5,5952
6,5954
7,5964
8,5958
9,5977
10,5974
11,5966
12,6003
13,5954
14,5999
15,5993
16,5982
17,5976
18,5976
19,5975
20,5951
21,5967
22,5952
23,5993
24,5935
25,5966
26,5949
27,5963
28,5909
29,5922
30,5944
31,5921
32,5925
33,5928
34,5936
35,5939
36,5961
37,5939
38,5948
39,5972
40,5994
41,5975
42,5969
43,5987
44,5967
45,5931
46,5918
47,5930
48,5936
49,5950
50,5910
51,5942
52,5936
53,5940
54,5928
55,5932
56,5936
57,5992
58,5977
59,5975
60,5988
61,5994
62,6026
63,5999
64,5990
65,5985
66,5958
67,5969
68,5966
69,5987
70,5958
71,5945
72,5939
73,5956
74,5941
75,5952
76,5957
77,5947
78,5964
79,5930
80,5962
81,5945
82,5974
83,5962
84,5999
85,5988
86,5997
87,6034
88,6022
89,6010
90,5991
91,6010
92,6045
93,6025
94,6006
95,5983
96,5977
97,5971
98,5957
99,5944
100,5974
101,5955
102,5999
103,5976
104,5981
105,5969
106,5982
107,5987
108,6001
109,6001
110,6019
111,6035
112,6036
113,6036
114,6046
115,6021
116,5986
117,5986
118,5968
119,5963
120,5964
121,5939
122,5958
123,5984
124,5939
125,5948
126,5989
127,5990
128,5998
129,5994
130,6013
131,5998
132,5995
133,5976
134,5977
135,5985
136,5993
137,5965
138,5941
139,5932
140,5951
141,5942
142,5987
143,5944
144,6011
145,5969
146,6011
147,5981
148,5989
149,5959
150,5925
151,5955
152,5966
153,5975
154,5963
155,5980
156,5970
157,5938
158,5928
159,5962
160,5981
161,5945
162,5948
163,5981
164,5965
165,5959
166,5988
167,5958
168,5943
