,Counts
0,6215
1,6234
2,6197
3,6199
4,6199
5,6188
6,6220
7,6224
8,6268
9,6234
10,6260
11,6268
12,6257
13,6257
14,6220
15,6230
16,6242
17,6224
18,6253
19,6195
20,6211
21,6222
22,6192
23,6188
24,6183
25,6197
26,6235
27,6214
28,6203
29,6242
30,6194
31,6232
32,6221
33,6233
34,6234
35,6211
36,6228
37,6216
38,6236
39,6242
40,6237
41,6230
42,6202
43,6194
44,6214
45,6220
46,6209
47,6202
48,6220
49,6235
50,6250
51,6241
52,6260
53,6225
54,6255
55,6260
56,6271
57,6236
58,6262
59,6238
60,6281
61,6230
62,6226
63,6251
64,6200
65,6246
66,6243
67,6236
68,6254
69,6216
70,6191
71,6240
72,6223
73,6195
74,6226
75,6214
76,6212
77,6244
78,6237
79,6224
80,6241
81,6222
82,6195
83,6256
84,6250
85,6235
86,6217
87,6209
88,6201
89,6195
90,6194
91,6205
92,6214
93,6243
94,6220
95,6205
96,6217
97,6213
98,6197
99,6188
100,6222
101,6216
102,6198
103,6231
104,6217
105,6231
106,6233
107,6258
108,6226
109,6245
110,6215
111,6194
112,6202
113,6218
114,6213
115,6180
116,6239
117,6183
118,6225
119,6211
120,6196
121,6199
122,6194
123,6186
124,6226
125,6227
126,6237
127,6256
128,6228
129,6267
130,6253
131,6296
132,6276
133,6263
134,6249
135,6259
136,6287
137,6270
138,6257
139,6250
140,6250
141,6235
142,6276
143,6238
144,6281
145,6235
146,6273
147,6254
148,6212
149,6279
150,6256
151,6321
152,6314
153,6324
154,6328
155,6298
156,6334
157,6321
158,6299
159,6332
160,6284
161,6305
162,6292
163,6318
164,6311
165,6328
166,6264
167,6251
168,6260
