,Counts
0,6478
1,6554
2,6550
3,6539
4,6519
5,6529
6,6544
7,6546
8,6568
9,6546
10,6546
11,6562
12,6573
13,6568
14,6550
15,6542
16,6562
17,6540
18,6571
19,6557
20,6541
21,6554
22,6536
23,6530
24,6528
25,6521
26,6528
27,6520
28,6545
29,6571
30,6558
31,6585
32,6585
33,6557
34,6570
35,6554
36,6577
37,6562
38,6543
39,6620
40,6563
41,6569
42,6569
43,6590
44,6538
45,6512
46,6539
47,6566
48,6544
49,6548
50,6550
51,6540
52,6548
53,6547
54,6599
55,6534
56,6561
57,6585
58,6587
59,6581
60,6582
61,6563
62,6585
63,6582
64,6575
65,6555
66,6582
67,6594
68,6543
69,6552
70,6551
71,6595
72,6530
73,6559
74,6559
75,6516
76,6545
77,6572
78,6584
79,6553
80,6582
81,6565
82,6569
83,6585
84,6565
85,6563
86,6561
87,6577
88,6577
89,6561
90,6586
91,6618
92,6611
93,6567
94,6592
95,6581
96,6581
97,6602
98,6619
99,6580
100,6529
101,6594
102,6598
103,6611
104,6602
105,6596
106,6596
107,6585
108,6549
109,6547
110,6592
111,6610
112,6582
113,6617
114,6610
115,6623
116,6635
117,6638
118,6651
119,6647
120,6546
121,6518
122,6489
123,6535
124,6518
125,6542
126,6516
127,6498
128,6567
129,6546
130,6517
131,6547
132,6570
133,6531
134,6523
135,6523
136,6509
137,6527
138,6508
139,6535
140,6551
141,6537
142,6496
143,6500
144,6489
145,6359
146,6297
147,6288
148,6283
149,6319
150,6281
151,6269
152,6284
153,6309
154,6213
155,6174
156,6122
157,6019
158,6100
159,6132
160,6207
161,6225
162,6163
163,6186
164,6163
165,6204
166,6215
167,6238
168,6253
