,Counts
0,5668
1,5670
2,5681
3,5693
4,5696
5,5692
6,5730
7,5724
8,5722
9,5691
10,5677
11,5683
12,5680
13,5682
14,5700
15,5703
16,5681
17,5705
18,5656
19,5619
20,5665
21,5663
22,5696
23,5728
24,5702
25,5752
26,5755
27,5731
28,5729
29,5712
30,5725
31,5714
32,5736
33,5727
34,5727
35,5723
36,5748
37,5772
38,5755
39,5737
40,5695
41,5742
42,5752
43,5723
44,5740
45,5689
46,5734
47,5702
48,5712
49,5722
50,5749
51,5758
52,5780
53,5824
54,5858
55,5856
56,5843
57,5886
58,5845
59,5862
60,5881
61,5861
62,5847
63,5826
64,5833
65,5830
66,5827
67,5814
68,5819
69,5828
70,5779
71,5790
72,5796
73,5782
74,5786
75,5801
76,5782
77,5801
78,5819
79,5811
80,5825
81,5830
82,5831
83,5812
84,5816
85,5856
86,5804
87,5829
88,5774
89,5807
90,5777
91,5796
92,5796
93,5791
94,5825
95,5801
96,5805
97,5817
98,5806
99,5834
100,5824
101,5793
102,5826
103,5854
104,5854
105,5854
106,5858
107,5834
108,5865
109,5868
110,5872
111,5847
112,5871
113,5875
114,5876
115,5860
116,5895
117,5850
118,5837
119,5860
120,5865
121,5843
122,5832
123,5862
124,5846
125,5863
126,5860
127,5902
128,5901
129,5914
130,5875
131,5893
132,5877
133,5874
134,5843
135,5871
136,5826
137,5824
138,5801
139,5832
140,5809
141,5803
142,5798
143,5755
144,5812
145,5813
146,5835
147,5833
148,5835
149,5846
150,5849
151,5840
152,5866
153,5842
154,5837
155,5826
156,5822
157,5817
158,5841
159,5860
160,5847
161,5837
162,5843
163,5819
164,5812
165,5871
166,5856
167,5844
168,5816
