,Counts
0,5888
1,5886
2,5856
3,5892
4,5889
5,5881
6,5874
7,5909
8,5912
9,5900
10,5918
11,5935
12,5945
13,5956
14,5933
15,5961
16,5936
17,5881
18,5881
19,5926
20,5904
21,5850
22,5863
23,5827
24,5843
25,5826
26,5829
27,5810
28,5868
29,5856
30,5886
31,5904
32,5900
33,5873
34,5906
35,5919
36,5882
37,5901
38,5927
39,5894
40,5927
41,5907
42,5863
43,5882
44,5850
45,5875
46,5882
47,5846
48,5841
49,5869
50,5873
51,5845
52,5843
53,5849
54,5879
55,5889
56,5926
57,5934
58,5956
59,5927
60,5947
61,5965
62,5960
63,5965
64,5943
65,5957
66,5929
67,5933
68,5942
69,5885
70,5799
71,5769
72,5778
73,5762
74,5774
75,5758
76,5729
77,5743
78,5786
79,5812
80,5832
81,5772
82,5785
83,5769
84,5757
85,5741
86,5745
87,5721
88,5738
89,5729
90,5711
91,5673
92,5657
93,5650
94,5652
95,5645
96,5668
97,5670
98,5681
99,5693
100,5696
101,5692
102,5730
103,5724
104,5722
105,5691
106,5677
107,5683
108,5680
109,5682
110,5700
111,5703
112,5681
113,5705
114,5656
115,5619
116,5665
117,5663
118,5696
119,5728
120,5702
121,5752
122,5755
123,5731
124,5729
125,5712
126,5725
127,5714
128,5736
129,5727
130,5727
131,5723
132,5748
133,5772
134,5755
135,5737
136,5695
137,5742
138,5752
139,5723
140,5740
141,5689
142,5734
143,5702
144,5712
145,5722
146,5749
147,5758
148,5780
149,5824
150,5858
151,5856
152,5843
153,5886
154,5845
155,5862
156,5881
157,5861
158,5847
159,5826
160,5833
161,5830
162,5827
163,5814
164,5819
165,5828
166,5779
167,5790
168,5796
