,Counts
0,5892
1,5882
2,5895
3,5983
4,5932
5,5915
6,5899
7,5913
8,5867
9,5915
10,5887
11,5903
12,5903
13,5907
14,5895
15,5858
16,5867
17,5886
18,5923
19,5855
20,5889
21,5892
22,5861
23,5924
24,5914
25,5909
26,5911
27,5936
28,5878
29,5873
30,5893
31,5902
32,5939
33,5948
34,5933
35,5937
36,5896
37,5929
38,5908
39,5911
40,5877
41,5879
42,5818
43,5823
44,5833
45,5808
46,5810
47,5794
48,5782
49,5738
50,5713
51,5739
52,5730
53,5746
54,5735
55,5728
56,5761
57,5729
58,5734
59,5719
60,5724
61,5691
62,5742
63,5744
64,5780
65,5756
66,5759
67,5732
68,5747
69,5769
70,5770
71,5761
72,5727
73,5735
74,5723
75,5741
76,5735
77,5763
78,5764
79,5783
80,5789
81,5765
82,5767
83,5753
84,5780
85,5774
86,5757
87,5748
88,5747
89,5745
90,5770
91,5763
92,5759
93,5724
94,5757
95,5750
96,5750
97,5774
98,5787
99,5778
100,5767
101,5778
102,5760
103,5759
104,5747
105,5773
106,5778
107,5793
108,5798
109,5776
110,5803
111,5809
112,5806
113,5797
114,5783
115,5782
116,5734
117,5765
118,5777
119,5735
120,5775
121,5765
122,5785
123,5781
124,5764
125,5752
126,5755
127,5754
128,5756
129,5802
130,5799
131,5780
132,5790
133,5796
134,5806
135,5774
136,5769
137,5807
138,5819
139,5826
140,5819
141,5807
142,5832
143,5834
144,5833
145,5820
146,5814
147,5855
148,5857
149,5827
150,5863
151,5864
152,5883
153,5872
154,5878
155,5883
156,5862
157,5888
158,5864
159,5865
160,5889
161,5868
162,5862
163,5845
164,5836
165,5843
166,5823
167,5864
168,5848
