,Counts
0,5878
1,5876
2,5851
3,5873
4,5850
5,5853
6,5824
7,5860
8,5866
9,5865
10,5847
11,5873
12,5908
13,5933
14,5961
15,5932
16,5935
17,5917
18,5915
19,5915
20,5920
21,5904
22,5902
23,5915
24,5928
25,5913
26,5891
27,5877
28,5900
29,5867
30,5884
31,5891
32,5890
33,5926
34,5878
35,5940
36,5981
37,5978
38,5996
39,6037
40,5998
41,6001
42,5980
43,5999
44,5991
45,5985
46,5996
47,5994
48,5914
49,5922
50,5942
51,5980
52,5964
53,5985
54,5982
55,5966
56,5953
57,5978
58,5963
59,5948
60,5922
61,5968
62,5936
63,5960
64,5950
65,5959
66,5921
67,5944
68,5891
69,5867
70,5861
71,5869
72,5825
73,5834
74,5862
75,5876
76,5840
77,5852
78,5852
79,5895
80,5878
81,5894
82,5887
83,5886
84,5892
85,5921
86,5902
87,5907
88,5905
89,5902
90,5898
91,5912
92,5888
93,5907
94,5886
95,5875
96,5880
97,5883
98,5878
99,5898
100,5890
101,5891
102,5897
103,5867
104,5904
105,5912
106,5910
107,5926
108,5924
109,5924
110,5954
111,5946
112,5940
113,5882
114,5928
115,5913
116,5906
117,5887
118,5920
119,5925
120,5888
121,5879
122,5885
123,5872
124,5872
125,5872
126,5851
127,5851
128,5859
129,5879
130,5896
131,5916
132,5911
133,5902
134,5897
135,5903
136,5897
137,5851
138,5906
139,5903
140,5861
141,5887
142,5893
143,5884
144,5862
145,5910
146,5908
147,5868
148,5902
149,5886
150,5889
151,5892
152,5929
153,5908
154,5929
155,5955
156,5935
157,5970
158,5932
159,5905
160,5911
161,5939
162,5952
163,5925
164,5947
165,5931
166,5901
167,5916
168,5885
