,Counts
0,5703
1,5749
2,5738
3,5743
4,5730
5,5740
6,5741
7,5735
8,5740
9,5746
10,5753
11,5754
12,5763
13,5790
14,5811
15,5814
16,5753
17,5773
18,5764
19,5736
20,5758
21,5733
22,5759
23,5754
24,5726
25,5734
26,5720
27,5710
28,5719
29,5721
30,5720
31,5732
32,5721
33,5718
34,5731
35,5777
36,5722
37,5750
38,5744
39,5742
40,5761
41,5728
42,5743
43,5723
44,5746
45,5725
46,5742
47,5724
48,5777
49,5755
50,5775
51,5760
52,5785
53,5793
54,5782
55,5784
56,5744
57,5699
58,5660
59,5669
60,5671
61,5624
62,5649
63,5610
64,5635
65,5619
66,5620
67,5633
68,5603
69,5639
70,5654
71,5618
72,5664
73,5686
74,5692
75,5714
76,5707
77,5682
78,5691
79,5709
80,5738
81,5732
82,5718
83,5717
84,5700
85,5711
86,5723
87,5708
88,5713
89,5723
90,5710
91,5696
92,5703
93,5705
94,5687
95,5690
96,5688
97,5707
98,5713
99,5715
100,5685
101,5676
102,5701
103,5682
104,5716
105,5699
106,5729
107,5716
108,5684
109,5723
110,5706
111,5703
112,5699
113,5729
114,5706
115,5713
116,5711
117,5703
118,5681
119,5718
120,5730
121,5721
122,5717
123,5747
124,5729
125,5718
126,5743
127,5724
128,5759
129,5750
130,5730
131,5748
132,5737
133,5759
134,5747
135,5727
136,5740
137,5718
138,5739
139,5760
140,5738
141,5761
142,5750
143,5742
144,5710
145,5730
146,5762
147,5723
148,5737
149,5715
150,5756
151,5734
152,5747
153,5753
154,5753
155,5740
156,5752
157,5762
158,5755
159,5735
160,5712
161,5702
162,5670
163,5701
164,5701
165,5681
166,5686
167,5669
168,5636
