,Counts
0,6606
1,6582
2,6603
3,6618
4,6622
5,6626
6,6613
7,6639
8,6659
9,6680
10,6657
11,6688
12,6639
13,6647
14,6645
15,6628
16,6651
17,6674
18,6679
19,6611
20,6637
21,6628
22,6657
23,6644
24,6627
25,6633
26,6600
27,6612
28,6628
29,6638
30,6624
31,6628
32,6651
33,6671
34,6677
35,6693
36,6724
37,6723
38,6726
39,6705
40,6703
41,6678
42,6680
43,6655
44,6665
45,6694
46,6629
47,6659
48,6622
49,6628
50,6671
51,6664
52,6621
53,6620
54,6642
55,6653
56,6663
57,6653
58,6655
59,6683
60,6691
61,6699
62,6723
63,6718
64,6748
65,6708
66,6733
67,6723
68,6690
69,6679
70,6664
71,6672
72,6644
73,6631
74,6642
75,6685
76,6713
77,6720
78,6696
79,6658
80,6675
81,6701
82,6663
83,6691
84,6694
85,6700
86,6715
87,6688
88,6664
89,6732
90,6707
91,6714
92,6719
93,6710
94,6700
95,6687
96,6679
97,6730
98,6721
99,6723
100,6725
101,6747
102,6741
103,6738
104,6736
105,6725
106,6661
107,6502
108,6419
109,6474
110,6516
111,6428
112,6400
113,6331
114,6229
115,6284
116,6308
117,6367
118,6347
119,6280
120,6271
121,6258
122,6326
123,6329
124,6350
125,6436
126,6432
127,6433
128,6455
129,6418
130,6447
131,6470
132,6508
133,6479
134,6510
135,6522
136,6532
137,6532
138,6561
139,6570
140,6583
141,6487
142,6449
143,6447
144,6427
145,6411
146,6444
147,6473
148,6474
149,6521
150,6513
151,6502
152,6465
153,6496
154,6502
155,6537
156,6550
157,6558
158,6519
159,6556
160,6573
161,6550
162,6565
163,6550
164,6530
165,6544
166,6539
167,6487
168,6542
