,Counts
0,6220
1,6235
2,6250
3,6241
4,6260
5,6225
6,6255
7,6260
8,6271
9,6236
10,6262
11,6238
12,6281
13,6230
14,6226
15,6251
16,6200
17,6246
18,6243
19,6236
20,6254
21,6216
22,6191
23,6240
24,6223
25,6195
26,6226
27,6214
28,6212
29,6244
30,6237
31,6224
32,6241
33,6222
34,6195
35,6256
36,6250
37,6235
38,6217
39,6209
40,6201
41,6195
42,6194
43,6205
44,6214
45,6243
46,6220
47,6205
48,6217
49,6213
50,6197
51,6188
52,6222
53,6216
54,6198
55,6231
56,6217
57,6231
58,6233
59,6258
60,6226
61,6245
62,6215
63,6194
64,6202
65,6218
66,6213
67,6180
68,6239
69,6183
70,6225
71,6211
72,6196
73,6199
74,6194
75,6186
76,6226
77,6227
78,6237
79,6256
80,6228
81,6267
82,6253
83,6296
84,6276
85,6263
86,6249
87,6259
88,6287
89,6270
90,6257
91,6250
92,6250
93,6235
94,6276
95,6238
96,6281
97,6235
98,6273
99,6254
100,6212
101,6279
102,6256
103,6321
104,6314
105,6324
106,6328
107,6298
108,6334
109,6321
110,6299
111,6332
112,6284
113,6305
114,6292
115,6318
116,6311
117,6328
118,6264
119,6251
120,6260
121,6291
122,6292
123,6268
124,6263
125,6255
126,6263
127,6301
128,6308
129,6320
130,6312
131,6336
132,6290
133,6317
134,6317
135,6304
136,6297
137,6312
138,6288
139,6299
140,6324
141,6334
142,6296
143,6295
144,6315
145,6315
146,6303
147,6292
148,6269
149,6301
150,6283
151,6321
152,6316
153,6303
154,6297
155,6310
156,6315
157,6318
158,6317
159,6316
160,6262
161,6271
162,6291
163,6271
164,6261
165,6276
166,6262
167,6311
168,6281
