,Counts
0,5729
1,5728
2,5779
3,5761
4,5790
5,5792
6,5768
7,5802
8,5825
9,5796
10,5773
11,5779
12,5812
13,5826
14,5810
15,5792
16,5824
17,5756
18,5806
19,5793
20,5782
21,5813
22,5765
23,5815
24,5795
25,5752
26,5788
27,5795
28,5797
29,5775
30,5784
31,5768
32,5776
33,5783
34,5771
35,5779
36,5787
37,5822
38,5792
39,5798
40,5787
41,5818
42,5819
43,5792
44,5797
45,5778
46,5770
47,5796
48,5774
49,5790
50,5791
51,5787
52,5804
53,5826
54,5786
55,5804
56,5811
57,5800
58,5812
59,5799
60,5785
61,5808
62,5850
63,5878
64,5834
65,5819
66,5775
67,5809
68,5789
69,5770
70,5742
71,5734
72,5727
73,5673
74,5680
75,5707
76,5660
77,5672
78,5671
79,5644
80,5662
81,5676
82,5647
83,5647
84,5634
85,5683
86,5685
87,5691
88,5662
89,5642
90,5619
91,5643
92,5623
93,5594
94,5617
95,5592
96,5577
97,5581
98,5640
99,5622
100,5613
101,5610
102,5563
103,5591
104,5580
105,5594
106,5590
107,5565
108,5558
109,5531
110,5495
111,5476
112,5402
113,5399
114,5411
115,5442
116,5412
117,5436
118,5428
119,5414
120,5419
121,5416
122,5384
123,5401
124,5410
125,5385
126,5399
127,5368
128,5400
129,5393
130,5377
131,5402
132,5419
133,5391
134,5392
135,5368
136,5349
137,5402
138,5379
139,5369
140,5351
141,5349
142,5334
143,5332
144,5319
145,5311
146,5322
147,5313
148,5331
149,5350
150,5350
151,5357
152,5357
153,5386
154,5360
155,5357
156,5344
157,5331
158,5386
159,5392
160,5381
161,5347
162,5329
163,5327
164,5273
165,5263
166,5247
167,5234
168,5255
