,Counts
0,5937
1,5942
2,5921
3,5941
4,5907
5,5890
6,5934
7,5931
8,5923
9,5961
10,5966
11,5979
12,5944
13,5956
14,5973
15,5922
16,5922
17,5950
18,5936
19,5917
20,5947
21,5931
22,5920
23,5917
24,5939
25,5918
26,5940
27,5933
28,5898
29,5936
30,5940
31,5939
32,5925
33,5936
34,5958
35,5940
36,5965
37,5951
38,5940
39,5942
40,5946
41,5950
42,5945
43,5975
44,5958
45,5924
46,5940
47,5954
48,5921
49,5924
50,5901
51,5931
52,5913
53,5948
54,5938
55,5914
56,5947
57,5946
58,5953
59,5952
60,5936
61,5966
62,5935
63,5952
64,5931
65,5910
66,5923
67,5946
68,5935
69,5899
70,5920
71,5908
72,5932
73,5937
74,5963
75,5936
76,5938
77,5936
78,5962
79,5969
80,5948
81,5992
82,5998
83,5983
84,5984
85,5951
86,5997
87,5962
88,5958
89,5934
90,5938
91,5904
92,5894
93,5876
94,5874
95,5854
96,5844
97,5860
98,5809
99,5849
100,5856
101,5865
102,5831
103,5854
104,5853
105,5873
106,5862
107,5871
108,5869
109,5868
110,5872
111,5868
112,5887
113,5914
114,5878
115,5873
116,5902
117,5885
118,5874
119,5867
120,5851
121,5860
122,5839
123,5842
124,5861
125,5868
126,5864
127,5914
128,5887
129,5900
130,5884
131,5880
132,5891
133,5885
134,5884
135,5890
136,5909
137,5896
138,5857
139,5826
140,5853
141,5881
142,5900
143,5893
144,5903
145,5869
146,5870
147,5926
148,5919
149,5885
150,5880
151,5921
152,5903
153,5905
154,5896
155,5918
156,5929
157,5881
158,5893
159,5870
160,5872
161,5875
162,5894
163,5900
164,5871
165,5859
166,5837
167,5826
168,5836
