Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
2012-01-01T00:00:00Z,1.0000000,6114,6369,1005.26
2012-01-01T01:00:00Z,1.0416667,6141,6424,1005.83
2012-01-01T02:00:00Z,1.0833333,6070,6371,1006.27
2012-01-01T03:00:00Z,1.1250000,6062,6380,1006.65
2012-01-01T04:00:00Z,1.1666667,6073,6409,1007.03
2012-01-01T05:00:00Z,1.2083333,6052,6407,1007.45
2012-01-01T06:00:00Z,1.2500000,6022,6401,1008.01
2012-01-01T07:00:00Z,1.2916667,6007,6400,1008.31
2012-01-01T08:00:00Z,1.3333333,6009,6423,1008.75
2012-01-01T09:00:00Z,1.3750000,6002,6434,1009.15
2012-01-01T10:00:00Z,1.4166667,5998,6439,1009.34
2012-01-01T11:00:00Z,1.4583333,5974,6429,1009.66
2012-01-01T12:00:00Z,1.5000000,6025,6475,1009.48
2012-01-01T13:00:00Z,1.5416667,6003,6447,1009.39
2012-01-01T14:00:00Z,1.5833333,6017,6473,1009.61
2012-01-01T15:00:00Z,1.6250000,6023,6485,1009.74
2012-01-01T16:00:00Z,1.6666667,5998,6450,1009.58
2012-01-01T17:00:00Z,1.7083333,6005,6470,1009.82
2012-01-01T18:00:00Z,1.7500000,5968,6442,1010.06
2012-01-01T19:00:00Z,1.7916667,5952,6425,1010.08
2012-01-01T20:00:00Z,1.8333333,6013,6485,1009.96
2012-01-01T21:00:00Z,1.8750000,5992,6468,1010.07
2012-01-01T22:00:00Z,1.9166667,5957,6422,1009.90
2012-01-01T23:00:00Z,1.9583333,5962,6421,1009.77
2012-01-02T00:00:00Z,2.0000000,5932,6383,1009.66
2012-01-02T01:00:00Z,2.0416667,5979,6416,1009.28
2012-01-02T02:00:00Z,2.0833333,5997,6428,1009.12
2012-01-02T03:00:00Z,2.1250000,6013,6425,1008.71
2012-01-02T04:00:00Z,2.1666667,6035,6427,1008.25
2012-01-02T05:00:00Z,2.2083333,6014,6400,1008.15
2012-01-02T06:00:00Z,2.2500000,6000,6392,1008.28
2012-01-02T07:00:00Z,2.2916667,6013,6408,1008.34
2012-01-02T08:00:00Z,2.3333333,6023,6403,1008.02
2012-01-02T09:00:00Z,2.3750000,6080,6448,1007.69
2012-01-02T10:00:00Z,2.4166667,6096,6443,1007.22
2012-01-02T11:00:00Z,2.4583333,6092,6426,1006.96
2012-01-02T12:00:00Z,2.5000000,6110,6413,1006.29
2012-01-02T13:00:00Z,2.5416667,6126,6411,1005.89
2012-01-02T14:00:00Z,2.5833333,6140,6408,1005.53
2012-01-02T15:00:00Z,2.6250000,6165,6413,1005.08
2012-01-02T16:00:00Z,2.6666667,6180,6412,1004.72
2012-01-02T17:00:00Z,2.7083333,6187,6408,1004.49
2012-01-02T18:00:00Z,2.7500000,6200,6402,1004.08
2012-01-02T19:00:00Z,2.7916667,6207,6389,1003.65
2012-01-02T20:00:00Z,2.8333333,6196,6359,1003.24
2012-01-02T21:00:00Z,2.8750000,6224,6357,1002.60
2012-01-02T22:00:00Z,2.9166667,6233,6326,1001.73
2012-01-02T23:00:00Z,2.9583333,6316,6366,1000.83
2012-01-03T00:00:00Z,3.0000000,6361,6359,999.71
2012-01-03T01:00:00Z,3.0416667,6375,6362,999.45
2012-01-03T02:00:00Z,3.0833333,6408,6354,998.60
2012-01-03T03:00:00Z,3.1250000,6411,6318,997.77
2012-01-03T04:00:00Z,3.1666667,6470,6344,997.09
2012-01-03T05:00:00Z,3.2083333,6496,6355,996.78
2012-01-03T06:00:00Z,3.2500000,6509,6355,996.50
2012-01-03T07:00:00Z,3.2916667,6524,6355,996.20
2012-01-03T08:00:00Z,3.3333333,6613,6429,995.93
2012-01-03T09:00:00Z,3.3750000,6607,6415,995.77
2012-01-03T10:00:00Z,3.4166667,6674,6443,994.97
2012-01-03T11:00:00Z,3.4583333,6691,6428,994.34
2012-01-03T12:00:00Z,3.5000000,6691,6423,994.22
2012-01-03T13:00:00Z,3.5416667,6717,6435,993.94
2012-01-03T14:00:00Z,3.5833333,6752,6455,993.67
2012-01-03T15:00:00Z,3.6250000,6712,6427,993.87
2012-01-03T16:00:00Z,3.6666667,6712,6432,993.98
2012-01-03T17:00:00Z,3.7083333,6705,6432,994.13
2012-01-03T18:00:00Z,3.7500000,6678,6424,994.49
2012-01-03T19:00:00Z,3.7916667,6627,6380,994.61
2012-01-03T20:00:00Z,3.8333333,6639,6400,994.78
2012-01-03T21:00:00Z,3.8750000,6581,6346,994.83
2012-01-03T22:00:00Z,3.9166667,6614,6376,994.80
2012-01-03T23:00:00Z,3.9583333,6638,6387,994.52
2012-01-04T00:00:00Z,4.0000000,6657,6375,993.91
2012-01-04T01:00:00Z,4.0416667,6657,6349,993.35
2012-01-04T02:00:00Z,4.0833333,6698,6356,992.65
