Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
2015-01-01T00:00:00Z,1.0000000,5938,5855,997.86
2015-01-01T01:00:00Z,1.0416667,5920,5817,997.39
2015-01-01T02:00:00Z,1.0833333,5948,5825,996.94
2015-01-01T03:00:00Z,1.1250000,6012,5870,996.52
2015-01-01T04:00:00Z,1.1666667,5991,5832,996.11
2015-01-01T05:00:00Z,1.2083333,6068,5894,995.83
2015-01-01T06:00:00Z,1.2500000,6019,5840,995.69
2015-01-01T07:00:00Z,1.2916667,6042,5857,995.54
2015-01-01T08:00:00Z,1.3333333,6051,5868,995.60
2015-01-01T09:00:00Z,1.3750000,6047,5847,995.22
2015-01-01T10:00:00Z,1.4166667,6094,5868,994.65
2015-01-01T11:00:00Z,1.4583333,6120,5871,994.14
2015-01-01T12:00:00Z,1.5000000,6160,5892,993.76
2015-01-01T13:00:00Z,1.5416667,6147,5862,993.34
2015-01-01T14:00:00Z,1.5833333,6137,5839,993.03
2015-01-01T15:00:00Z,1.6250000,6197,5874,992.53
2015-01-01T16:00:00Z,1.6666667,6196,5855,992.09
2015-01-01T17:00:00Z,1.7083333,6218,5856,991.63
2015-01-01T18:00:00Z,1.7500000,6287,5890,990.94
2015-01-01T19:00:00Z,1.7916667,6274,5859,990.52
2015-01-01T20:00:00Z,1.8333333,6326,5876,989.78
2015-01-01T21:00:00Z,1.8750000,6354,5883,989.33
2015-01-01T22:00:00Z,1.9166667,6369,5864,988.59
2015-01-01T23:00:00Z,1.9583333,6480,5915,987.44
2015-01-02T00:00:00Z,2.0000000,6492,5893,986.68
2015-01-02T01:00:00Z,2.0416667,6531,5880,985.56
2015-01-02T02:00:00Z,2.0833333,6558,5875,984.89
2015-01-02T03:00:00Z,2.1250000,6625,5887,983.79
2015-01-02T04:00:00Z,2.1666667,6692,5903,982.80
2015-01-02T05:00:00Z,2.2083333,6757,5904,981.51
2015-01-02T06:00:00Z,2.2500000,6838,5910,980.06
2015-01-02T07:00:00Z,2.2916667,6926,5907,978.25
2015-01-02T08:00:00Z,2.3333333,7008,5889,976.24
2015-01-02T09:00:00Z,2.3750000,7154,5929,974.38
2015-01-02T10:00:00Z,2.4166667,7260,5931,972.42
2015-01-02T11:00:00Z,2.4583333,7368,5929,970.39
2015-01-02T12:00:00Z,2.5000000,7455,5922,968.65
2015-01-02T13:00:00Z,2.5416667,7526,5895,966.74
2015-01-02T14:00:00Z,2.5833333,7618,5890,965.01
2015-01-02T15:00:00Z,2.6250000,7739,5908,963.27
2015-01-02T16:00:00Z,2.6666667,7797,5896,961.98
2015-01-02T17:00:00Z,2.7083333,7832,5881,961.04
2015-01-02T18:00:00Z,2.7500000,7906,5915,960.56
2015-01-02T19:00:00Z,2.7916667,7884,5889,960.35
2015-01-02T20:00:00Z,2.8333333,7886,5885,960.22
2015-01-02T21:00:00Z,2.8750000,7942,5927,960.20
2015-01-02T22:00:00Z,2.9166667,7925,5927,960.50
2015-01-02T23:00:00Z,2.9583333,7861,5896,960.89
2015-01-03T00:00:00Z,3.0000000,7831,5897,961.44
2015-01-03T01:00:00Z,3.0416667,7826,5916,961.96
2015-01-03T02:00:00Z,3.0833333,7790,5920,962.65
2015-01-03T03:00:00Z,3.1250000,7738,5915,963.44
2015-01-03T04:00:00Z,3.1666667,7698,5922,964.32
2015-01-03T05:00:00Z,3.2083333,7654,5934,965.36
2015-01-03T06:00:00Z,3.2500000,7590,5936,966.55
2015-01-03T07:00:00Z,3.2916667,7532,5947,967.82
2015-01-03T08:00:00Z,3.3333333,7508,5984,969.10
2015-01-03T09:00:00Z,3.3750000,7470,6002,970.17
2015-01-03T10:00:00Z,3.4166667,7388,5975,971.07
2015-01-03T11:00:00Z,3.4583333,7332,5973,972.06
2015-01-03T12:00:00Z,3.5000000,7255,5958,973.15
2015-01-03T13:00:00Z,3.5416667,7187,5947,974.18
2015-01-03T14:00:00Z,3.5833333,7094,5916,975.23
2015-01-03T15:00:00Z,3.6250000,7022,5903,976.30
2015-01-03T16:00:00Z,3.6666667,6995,5916,977.14
2015-01-03T17:00:00Z,3.7083333,6987,5949,978.02
2015-01-03T18:00:00Z,3.7500000,6896,5910,978.92
2015-01-03T19:00:00Z,3.7916667,6842,5907,979.90
2015-01-03T20:00:00Z,3.8333333,6788,5908,980.99
2015-01-03T21:00:00Z,3.8750000,6700,5879,982.10
2015-01-03T22:00:00Z,3.9166667,6682,5905,983.06
2015-01-03T23:00:00Z,3.9583333,6593,5875,984.17
2015-01-04T00:00:00Z,4.0000000,6551,5891,985.40
2015-01-04T01:00:00Z,4.0416667,6536,5921,986.40
2015-01-04T02:00:00Z,4.0833333,6490,5922,987.39
2015-01-04T03:00:00Z,4.1250000,6388,5882,988.60
2015-01-04T04:00:00Z,4.1666667,6392,5931,989.64
2015-01-04T05:00:00Z,4.2083333,6317,5908,990.70
2015-01-04T06:00:00Z,4.2500000,6309,5946,991.75
2015-01-04T07:00:00Z,4.2916667,6195,5905,993.27
2015-01-04T08:00:00Z,4.3333333,6147,5922,994.72
2015-01-04T09:00:00Z,4.3750000,6067,5895,995.89
2015-01-04T10:00:00Z,4.4166667,6054,5929,996.92
2015-01-04T11:00:00Z,4.4583333,6011,5941,998.16
2015-01-04T12:00:00Z,4.5000000,5953,5945,999.57
2015-01-04T13:00:00Z,4.5416667,5894,5941,1000.84
2015-01-04T14:00:00Z,4.5833333,5890,5987,1001.97
2015-01-04T15:00:00Z,4.6250000,5799,5949,1003.21
2015-01-04T16:00:00Z,4.6666667,5751,5953,1004.44
2015-01-04T17:00:00Z,4.7083333,5728,5980,1005.58
2015-01-04T18:00:00Z,4.7500000,5669,5972,1006.79
2015-01-04T19:00:00Z,4.7916667,5636,5990,1007.98
2015-01-04T20:00:00Z,4.8333333,5578,5973,1009.00
2015-01-04T21:00:00Z,4.8750000,5530,5966,1010.01
2015-01-04T22:00:00Z,4.9166667,5478,5955,1011.03
2015-01-04T23:00:00Z,4.9583333,5416,5942,1012.27
2015-01-05T00:00:00Z,5.0000000,5390,5953,1013.20
2015-01-05T01:00:00Z,5.0416667,5392,5989,1013.93
2015-01-05T02:00:00Z,5.0833333,5337,5961,1014.70
2015-01-05T03:00:00Z,5.1250000,5308,5957,1015.32
2015-01-05T04:00:00Z,5.1666667,5302,5977,1015.95
2015-01-05T05:00:00Z,5.2083333,5284,5989,1016.68
2015-01-05T06:00:00Z,5.2500000,5250,5988,1017.51
2015-01-05T07:00:00Z,5.2916667,5200,5986,1018.78
2015-01-05T08:00:00Z,5.3333333,5164,5984,1019.67
2015-01-05T09:00:00Z,5.3750000,5179,6026,1020.22
2015-01-05T10:00:00Z,5.4166667,5115,5977,1020.80
