Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
2009-01-01T00:00:00Z,1.0000000,6475,6809,1006.40
2009-01-01T01:00:00Z,1.0416667,6460,6838,1007.30
2009-01-01T02:00:00Z,1.0833333,6373,6798,1008.33
2009-01-01T03:00:00Z,1.1250000,6306,6760,1009.01
2009-01-01T04:00:00Z,1.1666667,6324,6800,1009.40
2009-01-01T05:00:00Z,1.2083333,6305,6782,1009.47
2009-01-01T06:00:00Z,1.2500000,6294,6775,1009.56
2009-01-01T07:00:00Z,1.2916667,6295,6777,1009.59
2009-01-01T08:00:00Z,1.3333333,6287,6763,1009.48
2009-01-01T09:00:00Z,1.3750000,6301,6783,1009.58
2009-01-01T10:00:00Z,1.4166667,6308,6808,1009.92
2009-01-01T11:00:00Z,1.4583333,6268,6784,1010.29
2009-01-01T12:00:00Z,1.5000000,6284,6819,1010.65
2009-01-01T13:00:00Z,1.5416667,6275,6818,1010.83
2009-01-01T14:00:00Z,1.5833333,6275,6820,1010.86
2009-01-01T15:00:00Z,1.6250000,6232,6776,1010.93
2009-01-01T16:00:00Z,1.6666667,6227,6767,1010.86
2009-01-01T17:00:00Z,1.7083333,6227,6770,1010.89
2009-01-01T18:00:00Z,1.7500000,6221,6762,1010.88
2009-01-01T19:00:00Z,1.7916667,6239,6787,1010.98
2009-01-01T20:00:00Z,1.8333333,6236,6787,1011.05
2009-01-01T21:00:00Z,1.8750000,6263,6810,1010.93
2009-01-01T22:00:00Z,1.9166667,6266,6801,1010.69
2009-01-01T23:00:00Z,1.9583333,6266,6791,1010.48
2009-01-02T00:00:00Z,2.0000000,6269,6791,1010.41
2009-01-02T01:00:00Z,2.0416667,6274,6794,1010.35
2009-01-02T02:00:00Z,2.0833333,6271,6784,1010.23
2009-01-02T03:00:00Z,2.1250000,6266,6766,1009.99
2009-01-02T04:00:00Z,2.1666667,6289,6774,1009.66
2009-01-02T05:00:00Z,2.2083333,6259,6729,1009.41
2009-01-02T06:00:00Z,2.2500000,6344,6804,1009.06
2009-01-02T07:00:00Z,2.2916667,6358,6794,1008.57
